"kommunenummer","iKomNr","KomNavn","iKomNr2023","txtFylke","intercept","slope","ImpAreaKm2_2000","ImpAreaKm2_2001","ImpAreaKm2_2002","ImpAreaKm2_2003","ImpAreaKm2_2004","ImpAreaKm2_2005","ImpAreaKm2_2006","ImpAreaKm2_2007","ImpAreaKm2_2008","ImpAreaKm2_2009","ImpAreaKm2_2010","ImpAreaKm2_2011","ImpAreaKm2_2012","ImpAreaKm2_2013","ImpAreaKm2_2014","ImpAreaKm2_2015","ImpAreaKm2_2016","ImpAreaKm2_2017","ImpAreaKm2_2018","ImpAreaKm2_2019","ImpAreaKm2_2020","ImpAreaKm2_2021","ImpAreaKm2_2022","km2_2023","km2_2024","km2_2025","km2_2026","km2_2027","km2_2028","km2_2029","km2_2030","km2_2031","km2_2032","km2_2033","km2_2034","km2_2035","km2_2036","km2_2037","km2_2038","km2_2039","km2_2040","km2_2041","km2_2042","km2_2043","km2_2044","km2_2045","km2_2046","km2_2047","km2_2048","km2_2049","km2_2050","SHAPE_Length","SHAPE_Area","intercept2","slope2","km2_2000","km2_2001","km2_2002","km2_2003","km2_2004","km2_2005","km2_2006","km2_2007","km2_2008","km2_2009","km2_2010","km2_2011","km2_2012","km2_2013","km2_2014","km2_2015","km2_2016","km2_2017","km2_2018","km2_2019","km2_2020","km2_2021","km2_2022"
"1505",1505,"Kristiansund",1505,"15",-167951.089920949,87.6887351778656,6.6078,6.6582,6.7959,6.8085,6.9543,7.1235,7.0659,7.1928,7.2531,7.4007,7.542,7.5186,7.8345,8.0469,8.1459,7.9434,8.0658,8.1909,8.1036,8.1864,8.1009,8.0334,8.1198,8.49889920948618,8.57781907114625,8.65673893280632,8.7356587944664,8.81457865612649,8.89349851778656,8.97241837944664,9.05133824110673,9.1302581027668,9.20917796442687,9.28809782608697,9.36701768774704,9.44593754940711,9.52485741106718,9.60377727272728,9.68269713438735,9.76161699604742,9.84053685770752,9.91945671936759,9.99837658102766,10.0772964426878,10.1562163043478,10.2351361660079,10.314056027668,10.3929758893281,10.4718957509881,10.5508156126482,10.6297354743083,194689.526574839,87655608.9140415,-151.155980928856,0.0789198616600799,6.68374239130432,6.76266225296439,6.84158211462449,6.92050197628456,6.99942183794462,7.07834169960472,7.15726156126479,7.23618142292489,7.31510128458496,7.39402114624502,7.47294100790512,7.55186086956519,7.63078073122529,7.70970059288535,7.78862045454542,7.86754031620552,7.94646017786559,8.02538003952569,8.10429990118575,8.18321976284582,8.26213962450592,8.34105948616599,8.41997934782609
"4221",4221,"Valle",4221,"42",-11966.7648221344,6.60671936758893,1.1025,1.1205,1.1043,1.1619,1.0674,1.1079,1.161,1.2654,1.2393,1.2879,1.2402,1.2339,1.1565,1.1637,1.1466,1.1727,1.1943,1.1844,1.2024,1.1457,1.1043,1.3347,1.413,1.25876561264822,1.26471166007905,1.27065770750988,1.27660375494071,1.28254980237154,1.28849584980237,1.2944418972332,1.30038794466403,1.30633399209486,1.31228003952569,1.31822608695652,1.32417213438735,1.33011818181818,1.33606422924901,1.34201027667984,1.34795632411067,1.3539023715415,1.35984841897233,1.36579446640316,1.37174051383399,1.37768656126482,1.38363260869565,1.38957865612648,1.39552470355731,1.40147075098814,1.40741679841897,1.4133628458498,1.41930889328063,195734.51815153,1270054196.30435,-10.770088339921,0.00594604743083007,1.12200652173913,1.12795256916996,1.13389861660079,1.13984466403162,1.14579071146245,1.15173675889328,1.15768280632411,1.16362885375494,1.16957490118577,1.1755209486166,1.18146699604743,1.18741304347826,1.19335909090909,1.19930513833992,1.20525118577075,1.21119723320158,1.21714328063241,1.22308932806324,1.22903537549407,1.2349814229249,1.24092747035573,1.24687351778656,1.25281956521739
"3449",3449,"Sør-Aurdal",3449,"34",433.070158102767,0.236166007905138,0.828,0.801,0.8658,0.8514,0.8199,0.8406,0.8127,0.8343,0.7389,0.7281,0.7668,0.7857,0.8235,0.8568,0.8766,0.8298,0.8478,0.8019,0.7767,0.783,0.8154,0.8361,0.8748,0.819750592885376,0.81996314229249,0.820175691699605,0.820388241106719,0.820600790513834,0.820813339920949,0.821025889328063,0.821238438735178,0.821450988142292,0.821663537549407,0.821876086956522,0.822088636363636,0.822301185770751,0.822513735177866,0.82272628458498,0.822938833992095,0.823151383399209,0.823363932806324,0.823576482213439,0.823789031620553,0.824001581027668,0.824214130434783,0.824426679841897,0.824639229249012,0.824851778656126,0.825064328063241,0.825276877470356,0.82548942687747,179765.747129605,1110500891.72382,0.389763142292464,0.000212549407114638,0.814861956521739,0.815074505928854,0.815287055335968,0.815499604743083,0.815712154150197,0.815924703557312,0.816137252964427,0.816349802371541,0.816562351778656,0.816774901185771,0.816987450592885,0.8172,0.817412549407115,0.817625098814229,0.817837648221344,0.818050197628459,0.818262747035573,0.818475296442688,0.818687845849802,0.818900395256917,0.819112944664032,0.819325494071146,0.819538043478261
"3240",3240,"Eidsvoll",3035,"30",-357531.470355731,181.612648221344,5.9292,5.9103,5.976,5.2695,5.3397,5.5197,5.805,5.9652,5.5647,5.9913,6.5619,6.9291,7.2126,7.4385,7.9146,7.8183,7.8615,8.1,8.2746,8.4546,8.4276,8.5905,8.361,8.88382529644268,9.04727667984186,9.2107280632411,9.37417944664029,9.53763083003952,9.7010822134387,9.86453359683794,10.0279849802371,10.1914363636364,10.3548877470355,10.5183391304348,10.681790513834,10.8452418972332,11.0086932806324,11.1721446640316,11.3355960474308,11.49904743083,11.6624988142292,11.8259501976285,11.9894015810276,12.1528529644269,12.3163043478261,12.4797557312253,12.6432071146245,12.8066584980237,12.9701098814229,13.1335612648221,13.2970126482213,122286.012050298,456614964.450056,-321.778323320164,0.163451383399212,5.12444347826079,5.28789486165999,5.4513462450592,5.6147976284584,5.77824901185761,5.94170039525682,6.10515177865602,6.26860316205523,6.43205454545443,6.5955059288537,6.7589573122529,6.92240869565211,7.08586007905132,7.24931146245052,7.41276284584973,7.57621422924893,7.73966561264814,7.90311699604734,8.06656837944661,8.23001976284581,8.39347114624502,8.55692252964423,8.72037391304343
"4645",4645,"Askvoll",4645,"46",3972.97134387352,-1.44367588932806,0.8919,0.9045,1.0035,0.9891,1.0404,1.0044,1.0116,0.9873,0.9801,0.9306,0.9549,0.9423,0.9603,1.017,0.9945,0.9054,0.9729,0.9639,0.8973,0.9558,0.9342,0.9432,0.9585,0.947173517786561,0.945874209486166,0.94457490118577,0.943275592885375,0.94197628458498,0.940676976284585,0.939377667984189,0.938078359683794,0.936779051383399,0.935479743083004,0.934180434782608,0.932881126482213,0.931581818181818,0.930282509881423,0.928983201581027,0.927683893280632,0.926384584980237,0.925085276679842,0.923785968379446,0.922486660079051,0.921187351778656,0.919888043478261,0.918588735177865,0.91728942687747,0.915990118577075,0.91469081027668,0.913391501976284,0.912092193675889,697685.270532968,328182635.542316,3.57567420948641,-0.00129930830039538,0.977057608695654,0.975758300395258,0.974458992094863,0.973159683794468,0.971860375494072,0.970561067193677,0.969261758893281,0.967962450592886,0.966663142292491,0.965363833992095,0.9640645256917,0.962765217391305,0.961465909090909,0.960166600790514,0.958867292490118,0.957567984189723,0.956268675889328,0.954969367588932,0.953670059288537,0.952370750988142,0.951071442687746,0.949772134387351,0.948472826086955
"3322",3322,"Nesbyen",3040,"30",16234.6057312253,-7.44169960474308,1.0953,1.0755,1.2159,1.3041,1.3572,1.2087,1.1358,1.2006,1.1808,1.2339,1.2114,1.2231,1.0377,1.0773,1.1142,1.0431,1.116,0.9873,0.9981,1.0494,1.053,1.1412,1.2159,1.06204268774704,1.05534515810277,1.0486476284585,1.04195009881423,1.03525256916996,1.02855503952569,1.02185750988142,1.01515998023715,1.00846245059288,1.00176492094862,0.995067391304347,0.988369861660079,0.98167233201581,0.97497480237154,0.968277272727272,0.961579743083003,0.954882213438735,0.948184683794466,0.941487154150198,0.934789624505928,0.92809209486166,0.921394565217391,0.914697035573123,0.907999505928853,0.901301976284585,0.894604446640316,0.887906916996046,0.881209387351778,131686.263369296,811082749.696874,14.6111451581032,-0.00669752964426901,1.21608586956522,1.20938833992095,1.20269081027668,1.19599328063241,1.18929575098815,1.18259822134388,1.17590069169961,1.16920316205534,1.16250563241107,1.1558081027668,1.14911057312253,1.14241304347826,1.13571551383399,1.12901798418972,1.12232045454546,1.11562292490119,1.10892539525692,1.10222786561265,1.09553033596838,1.08883280632411,1.08213527667984,1.07543774703557,1.0687402173913
"1106",1106,"Haugesund",1106,"11",-47663.6156126482,29.5780632411067,9.9792,10.269,10.3266,10.2537,10.269,10.2024,10.5156,10.5489,11.0835,11.1987,11.322,11.1159,10.4697,10.7838,10.7757,10.3176,10.6677,10.5966,10.6965,10.6416,10.5282,10.8522,11.2158,10.9555256916996,10.9821459486166,11.0087662055336,11.0353864624506,11.0620067193676,11.0886269762846,11.1152472332016,11.1418674901186,11.1684877470356,11.1951080039526,11.2217282608696,11.2483485177866,11.2749687747036,11.3015890316206,11.3282092885376,11.3548295454546,11.3814498023715,11.4080700592885,11.4346903162055,11.4613105731225,11.4879308300395,11.5145510869565,11.5411713438735,11.5677916007905,11.5944118577075,11.6210321146245,11.6476523715415,11.6742726284585,165147.733521112,73173595.3871689,-42.8972540513832,0.0266202569169959,10.3432597826087,10.3698800395257,10.3965002964427,10.4231205533597,10.4497408102767,10.4763610671937,10.5029813241107,10.5296015810277,10.5562218379447,10.5828420948617,10.6094623517787,10.6360826086956,10.6627028656126,10.6893231225296,10.7159433794466,10.7425636363636,10.7691838932806,10.7958041501976,10.8224244071146,10.8490446640316,10.8756649209486,10.9022851778656,10.9289054347826
"1576",1576,"Aure",1576,"15",12563.668972332,-5.19268774703557,1.8513,1.8666,1.9665,1.935,1.9917,1.9395,1.9764,1.9908,1.9026,1.8954,1.8963,1.9323,1.9548,2.0169,2.0493,1.8522,1.9098,1.9611,1.809,1.7721,1.7064,1.8153,1.917,1.85297549407115,1.84830207509881,1.84362865612648,1.83895523715415,1.83428181818182,1.82960839920949,1.82493498023715,1.82026156126482,1.81558814229249,1.81091472332016,1.80624130434783,1.80156788537549,1.79689446640316,1.79222104743083,1.7875476284585,1.78287420948617,1.77820079051383,1.7735273715415,1.76885395256917,1.76418053359684,1.75950711462451,1.75483369565217,1.75016027667984,1.74548685770751,1.74081343873518,1.73614001976285,1.73146660079051,1.72679318181818,762751.4653307,642432686.159279,11.3073020750992,-0.0046734189723322,1.96046413043479,1.95579071146245,1.95111729249012,1.94644387351779,1.94177045454546,1.93709703557313,1.93242361660079,1.92775019762846,1.92307677865613,1.9184033596838,1.91372994071146,1.90905652173913,1.9043831027668,1.89970968379447,1.89503626482214,1.8903628458498,1.88568942687747,1.88101600790514,1.87634258893281,1.87166916996047,1.86699575098814,1.86232233201581,1.85764891304348
"3419",3419,"Våler (Innlandet)",3419,"34",-9932.88241106719,5.91205533596838,1.7784,1.7271,1.7586,1.7334,1.7334,1.773,1.7343,1.6479,1.5552,1.7208,1.7559,1.7766,1.7181,1.7757,1.8396,1.7469,1.7721,1.7415,1.8243,1.9125,1.8297,1.8477,1.7919,1.82448498023715,1.82980583003953,1.8351266798419,1.84044752964427,1.84576837944664,1.85108922924901,1.85641007905138,1.86173092885376,1.86705177865613,1.8723726284585,1.87769347826087,1.88301432806324,1.88833517786561,1.89365602766799,1.89897687747036,1.90429772727273,1.9096185770751,1.91493942687747,1.92026027667984,1.92558112648221,1.93090197628459,1.93622282608696,1.94154367588933,1.9468645256917,1.95218537549407,1.95750622529644,1.96282707509881,1.96814792490119,211457.774852188,705199283.605012,-8.93959416996078,0.00532084980237169,1.70210543478261,1.70742628458498,1.71274713438735,1.71806798418972,1.72338883399209,1.72870968379446,1.73403053359683,1.73935138339921,1.74467223320158,1.74999308300395,1.75531393280632,1.76063478260869,1.76595563241107,1.77127648221344,1.77659733201581,1.78191818181818,1.78723903162055,1.79255988142292,1.7978807312253,1.80320158102767,1.80852243083004,1.81384328063241,1.81916413043478
"1836",1836,"Rødøy",1836,"18",27019.0632411067,-13.1422924901186,0.4014,0.7542,0.8496,0.6957,0.5958,0.4671,0.5085,0.5535,0.7875,0.693,0.6633,0.5094,0.3492,0.3618,0.3681,0.4194,0.4221,0.4806,0.5364,0.5445,0.4878,0.3942,0.3681,0.388984980237153,0.377156916996045,0.36532885375494,0.353500790513832,0.341672727272728,0.32984466403162,0.318016600790512,0.306188537549407,0.294360474308299,0.282532411067191,0.270704347826087,0.258876284584979,0.247048221343871,0.235220158102766,0.223392094861659,0.211564031620551,0.199735968379446,0.187907905138338,0.176079841897234,0.164251778656126,0.152423715415018,0.140595652173913,0.128767588932805,0.116939525691697,0.105111462450593,0.0932833992094849,0.081455335968377,0.0696272727272724,1363453.3668804,710807701.315105,24.3171569169969,-0.0118280632411072,0.661030434782621,0.649202371541513,0.637374308300405,0.625546245059297,0.613718181818189,0.601890118577085,0.590062055335977,0.578233992094869,0.566405928853762,0.554577865612654,0.542749802371549,0.530921739130441,0.519093675889334,0.507265612648226,0.495437549407118,0.48360948616601,0.471781422924906,0.459953359683798,0.44812529644269,0.436297233201582,0.424469169960474,0.41264110671937,0.400813043478262
"4010",4010,"Siljan",3812,"38",-19350.7697628458,9.95750988142292,0.4644,0.5013,0.5229,0.567,0.5922,0.5598,0.6021,0.6093,0.5598,0.5535,0.576,0.5607,0.5832,0.6237,0.6291,0.6381,0.6786,0.7056,0.6714,0.6804,0.6813,0.6804,0.7065,0.713945454545455,0.722907213438733,0.731868972332015,0.740830731225296,0.749792490118578,0.758754249011856,0.767716007905138,0.776677766798419,0.785639525691701,0.794601284584979,0.80356304347826,0.812524802371542,0.82148656126482,0.830448320158102,0.839410079051383,0.848371837944665,0.857333596837943,0.866295355731225,0.875257114624506,0.884218873517787,0.893180632411066,0.902142391304347,0.911104150197629,0.92006590909091,0.929027667984189,0.93798942687747,0.946951185770752,0.95591294466403,78989.5286869407,214259504.631561,-17.4156927865614,0.00896175889328071,0.507824999999993,0.516786758893275,0.525748517786557,0.534710276679835,0.543672035573117,0.552633794466399,0.56159555335968,0.570557312252959,0.57951907114624,0.588480830039522,0.5974425889328,0.606404347826082,0.615366106719364,0.624327865612642,0.633289624505924,0.642251383399206,0.651213142292487,0.660174901185766,0.669136660079047,0.678098418972329,0.687060177865607,0.696021936758889,0.704983695652171
"3415",3415,"Sør-Odal",3415,"34",-140333.183794466,71.3102766798419,2.3274,2.4831,2.4165,2.2563,2.3301,2.2653,2.2725,2.1825,2.1816,2.2698,2.3508,2.3463,2.8737,3.1527,3.2958,3.2643,3.3714,3.1851,3.3975,3.4344,3.2859,3.3831,3.2598,3.53475533596838,3.59893458498024,3.6631138339921,3.72729308300395,3.79147233201581,3.85565158102766,3.91983083003952,3.98401007905138,4.04818932806323,4.11236857707509,4.17654782608694,4.2407270750988,4.30490632411066,4.36908557312251,4.43326482213437,4.49744407114623,4.56162332015808,4.62580256916996,4.68998181818182,4.75416106719368,4.81834031620553,4.88251956521739,4.94669881422925,5.0108780632411,5.07505731225296,5.13923656126481,5.20341581027667,5.26759505928853,129461.214698586,516737479.389303,-126.299865415022,0.0641792490118588,2.05863260869562,2.12281185770748,2.18699110671933,2.25117035573119,2.31534960474305,2.37952885375491,2.44370810276676,2.50788735177862,2.57206660079048,2.63624584980234,2.70042509881419,2.76460434782605,2.82878359683791,2.89296284584977,2.95714209486165,3.02132134387351,3.08550059288537,3.14967984189722,3.21385909090908,3.27803833992094,3.3422175889328,3.40639683794465,3.47057608695651
"1508",1508,"Ålesund",1507,"15",-262293.867588933,136.685770750988,10.0557,10.008,10.7496,10.6434,10.71,10.6587,10.3752,10.6722,10.6227,10.8918,11.007,11.0853,11.1645,11.6244,11.7756,11.5776,11.5812,12.2841,12.321,12.4497,12.7233,12.7422,12.708,12.7993019762845,12.9223191699604,13.0453363636364,13.1683535573122,13.2913707509881,13.414387944664,13.5374051383399,13.6604223320158,13.7834395256917,13.9064567193676,14.0294739130434,14.1524911067193,14.2755083003953,14.3985254940711,14.521542687747,14.6445598814229,14.7675770750988,14.8905942687747,15.0136114624506,15.1366286561265,15.2596458498023,15.3826630434782,15.5056802371541,15.62869743083,15.7517146245059,15.8747318181818,15.9977490118577,16.1207662055336,630232.389621607,372720809.34402,-236.064480830043,0.123017193675891,9.96990652173906,10.092923715415,10.2159409090908,10.3389581027667,10.4619752964426,10.5849924901185,10.7080096837944,10.8310268774703,10.9540440711462,11.0770612648221,11.200078458498,11.3230956521739,11.4461128458498,11.5691300395256,11.6921472332016,11.8151644268774,11.9381816205533,12.0611988142292,12.1842160079051,12.307233201581,12.4302503952569,12.5532675889328,12.6762847826087
"4617",4617,"Kvinnherad",4617,"46",4537.63735177866,1.09584980237154,5.8455,5.9769,6.0813,6.2064,5.8491,5.7726,5.9436,6.048,6.2424,6.1272,6.5925,6.6348,6.147,5.9445,6.0588,6.0912,5.9715,5.8887,6.1236,6.0327,6.0345,5.9643,5.9697,6.07908735177866,6.08007361660079,6.08105988142292,6.08204614624506,6.08303241106719,6.08401867588933,6.08500494071146,6.0859912055336,6.08697747035573,6.08796373517787,6.08895,6.08993626482213,6.09092252964427,6.0919087944664,6.09289505928854,6.09388132411067,6.09486758893281,6.09585385375494,6.09684011857708,6.09782638339921,6.09881264822134,6.09979891304348,6.10078517786561,6.10177144268775,6.10275770750988,6.10374397233202,6.10473023715415,6.10571650197628,639596.398959217,1096505833.27617,4.08387361660128,0.000986264822134145,6.05640326086957,6.0573895256917,6.05837579051384,6.05936205533597,6.0603483201581,6.06133458498024,6.06232084980237,6.06330711462451,6.06429337944664,6.06527964426877,6.06626590909091,6.06725217391304,6.06823843873518,6.06922470355731,6.07021096837945,6.07119723320158,6.07218349802371,6.07316976284585,6.07415602766798,6.07514229249012,6.07612855731225,6.07711482213438,6.07810108695652
"1532",1532,"Giske",1532,"15",-78739.4130434782,40.2391304347826,1.5309,1.5219,1.7748,1.7559,1.7811,1.6974,1.6875,1.7028,1.7631,1.8387,1.8495,1.9305,2.0268,2.1933,2.2311,2.2212,2.1852,2.2185,2.2329,2.2689,2.2626,2.2293,2.2527,2.39791304347826,2.43412826086957,2.47034347826087,2.50655869565218,2.54277391304349,2.57898913043479,2.6152043478261,2.6514195652174,2.68763478260869,2.72385,2.76006521739131,2.79628043478261,2.83249565217392,2.86871086956522,2.90492608695653,2.94114130434783,2.97735652173914,3.01357173913044,3.04978695652175,3.08600217391306,3.12221739130435,3.15843260869565,3.19464782608696,3.23086304347826,3.26707826086957,3.30329347826087,3.33950869565218,3.37572391304349,148243.575479654,40764795.7923497,-70.8654717391313,0.0362152173913048,1.56496304347824,1.60117826086955,1.63739347826085,1.67360869565215,1.70982391304346,1.74603913043477,1.78225434782607,1.81846956521737,1.85468478260869,1.89089999999999,1.92711521739129,1.96333043478259,1.99954565217389,2.03576086956521,2.07197608695651,2.10819130434781,2.14440652173911,2.18062173913042,2.21683695652173,2.25305217391303,2.28926739130434,2.32548260869564,2.36169782608694
"4628",4628,"Vaksdal",4628,"46",-662.383399209486,1.00395256916996,1.1907,1.2834,1.2843,1.3068,1.1763,1.1826,1.1079,1.1754,1.1691,1.2069,1.2366,1.2807,1.2159,1.224,1.2078,1.2213,1.1646,1.17,1.2195,1.2573,1.2834,1.2537,1.2627,1.23175138339921,1.23265494071146,1.23355849802372,1.23446205533597,1.23536561264822,1.23626916996047,1.23717272727273,1.23807628458498,1.23897984189723,1.23988339920949,1.24078695652174,1.24169051383399,1.24259407114624,1.2434976284585,1.24440118577075,1.245304743083,1.24620830039526,1.24711185770751,1.24801541501976,1.24891897233202,1.24982252964427,1.25072608695652,1.25162964426877,1.25253320158103,1.25343675889328,1.25434031620553,1.25524387351779,1.25614743083004,332158.82793314,719112609.412491,-0.596145059288483,0.000903557312252937,1.21096956521739,1.21187312252964,1.2127766798419,1.21368023715415,1.2145837944664,1.21548735177866,1.21639090909091,1.21729446640316,1.21819802371542,1.21910158102767,1.22000513833992,1.22090869565217,1.22181225296443,1.22271581027668,1.22361936758893,1.22452292490119,1.22542648221344,1.22633003952569,1.22723359683794,1.2281371541502,1.22904071146245,1.2299442687747,1.23084782608696
"3122",3122,"Marker",3013,"30",-100994.327075099,51.5266798418972,1.7793,1.9017,2.0745,2.1438,2.1168,2.1582,2.2104,2.052,2.0772,2.2239,2.187,2.1834,2.2878,2.3823,2.4498,2.5434,2.6424,2.8224,2.8818,2.9142,2.8611,2.7972,2.664,2.91973162055337,2.96610563241107,3.01247964426878,3.05885365612648,3.10522766798419,3.15160167984189,3.19797569169961,3.24434970355732,3.29072371541502,3.33709772727273,3.38347173913043,3.42984575098814,3.47621976284586,3.52259377470356,3.56896778656127,3.61534179841897,3.66171581027668,3.70808982213438,3.7544638339921,3.80083784584981,3.84721185770751,3.89358586956522,3.93995988142292,3.98633389328063,4.03270790513833,4.07908191699605,4.12545592885376,4.17182994071146,118954.491892814,412934392.55337,-90.8948943675899,0.046374011857708,1.85312934782608,1.89950335968379,1.9458773715415,1.99225138339921,2.03862539525691,2.08499940711462,2.13137341897233,2.17774743083004,2.22412144268775,2.27049545454545,2.31686946640316,2.36324347826087,2.40961749011858,2.45599150197629,2.50236551383399,2.5487395256917,2.59511353754941,2.64148754940712,2.68786156126482,2.73423557312253,2.78060958498024,2.82698359683795,2.87335760869566
"5049",5049,"Flatanger",5049,"50",-11061.3498023715,5.74901185770751,0.4176,0.4167,0.4356,0.432,0.4032,0.3924,0.4005,0.4365,0.4275,0.4293,0.4347,0.4167,0.423,0.4554,0.4761,0.4824,0.4653,0.4671,0.4491,0.4851,0.5256,0.5418,0.5346,0.512011067193675,0.517185177865612,0.522359288537549,0.527533399209485,0.532707509881422,0.537881620553359,0.543055731225296,0.548229841897232,0.553403952569169,0.558578063241106,0.563752173913043,0.568926284584979,0.574100395256916,0.579274505928853,0.58444861660079,0.589622727272726,0.594796837944663,0.5999709486166,0.605145059288537,0.610319169960473,0.61549328063241,0.620667391304347,0.625841501976284,0.63101561264822,0.636189723320157,0.641363833992094,0.646537944664031,0.651712055335969,848862.391998659,458792497.606898,-9.95521482213458,0.00517411067193685,0.393006521739128,0.398180632411064,0.403354743083002,0.408528853754939,0.413702964426875,0.418877075098813,0.424051185770749,0.429225296442686,0.434399407114622,0.43957351778656,0.444747628458497,0.449921739130433,0.455095849802371,0.460269960474307,0.465444071146244,0.47061818181818,0.475792292490118,0.480966403162055,0.486140513833991,0.491314624505929,0.496488735177865,0.501662845849802,0.506836956521738
"5053",5053,"Inderøy",5053,"50",-27722.1156126482,14.6432806324111,1.2951,1.3869,1.4139,1.4796,1.5714,1.4508,1.5885,1.6137,1.5525,1.422,1.4679,1.3923,1.5372,1.6011,1.6857,1.7136,1.7064,1.5489,1.6137,1.6245,1.7802,1.701,1.5714,1.71111699604743,1.7242959486166,1.73747490118577,1.75065385375494,1.76383280632411,1.77701175889328,1.79019071146245,1.80336966403162,1.81654861660079,1.82972756916996,1.84290652173913,1.8560854743083,1.86926442687747,1.88244337944664,1.89562233201581,1.90880128458498,1.92198023715415,1.93515918972332,1.94833814229249,1.96151709486166,1.97469604743083,1.987875,2.00105395256917,2.01423290513834,2.02741185770751,2.04059081027668,2.05376976284585,2.06694871541502,224017.263253502,365719862.697701,-24.9499040513835,0.01317895256917,1.40800108695652,1.42118003952569,1.43435899209486,1.44753794466403,1.4607168972332,1.47389584980237,1.48707480237154,1.50025375494071,1.51343270750988,1.52661166007904,1.53979061264821,1.55296956521738,1.56614851778656,1.57932747035573,1.5925064229249,1.60568537549407,1.61886432806324,1.63204328063241,1.64522223320158,1.65840118577075,1.67158013833992,1.68475909090909,1.69793804347826
"3434",3434,"Lom",3434,"34",-21708.1294466402,16.5385375494071,6.3333,7.8669,9.6255,11.2032,11.628,12.2913,11.4003,11.7243,10.3284,10.9143,12.2607,12.9051,9.8379,10.4337,10.0332,9.7677,9.4401,10.5246,10.2294,10.5849,10.296,9.6183,9.8559,10.5743988142293,10.5892834980237,10.6041681818182,10.6190528656127,10.6339375494071,10.6488222332016,10.663706916996,10.6785916007905,10.693476284585,10.7083609683794,10.7232456521739,10.7381303359684,10.7530150197629,10.7678997035573,10.7827843873518,10.7976690711462,10.8125537549407,10.8274384387352,10.8423231225296,10.8572078063241,10.8720924901186,10.886977173913,10.9018618577075,10.916746541502,10.9316312252964,10.9465159090909,10.9614005928854,10.9762852766798,236238.122675899,1972713309.24911,-19.5373165019676,0.0148846837944621,10.2320510869566,10.246935770751,10.2618204545455,10.2767051383399,10.2915898221344,10.3064745059289,10.3213591897233,10.3362438735178,10.3511285573123,10.3660132411067,10.3808979249012,10.3957826086956,10.4106672924901,10.4255519762846,10.440436660079,10.4553213438735,10.470206027668,10.4850907114624,10.4999753952569,10.5148600790513,10.5297447628458,10.5446294466403,10.5595141304347
"5036",5036,"Frosta",5036,"50",-8200.52470355731,4.86264822134387,1.2852,1.3986,1.3185,1.4445,1.3167,1.3284,1.4544,1.5183,1.4589,1.404,1.3878,1.3977,1.4427,1.4607,1.5678,1.5237,1.4544,1.3446,1.4076,1.3725,1.4697,1.5291,1.3842,1.47295138339921,1.47732776679842,1.48170415019763,1.48608053359684,1.49045691699605,1.49483330039526,1.49920968379447,1.50358606719368,1.50796245059289,1.5123388339921,1.51671521739131,1.52109160079052,1.52546798418972,1.52984436758893,1.53422075098814,1.53859713438735,1.54297351778656,1.54734990118577,1.55172628458498,1.55610266798419,1.5604790513834,1.56485543478261,1.56923181818182,1.57360820158103,1.57798458498024,1.58236096837945,1.58673735177866,1.59111373517787,79428.1806989689,76343252.8911893,-7.38047223320146,0.00437638339920943,1.37229456521739,1.3766709486166,1.38104733201581,1.38542371541502,1.38980009881423,1.39417648221344,1.39855286561265,1.40292924901186,1.40730563241107,1.41168201581028,1.41605839920949,1.42043478260869,1.4248111660079,1.42918754940711,1.43356393280632,1.43794031620553,1.44231669960474,1.44669308300395,1.45106946640316,1.45544584980237,1.45982223320158,1.46419861660079,1.468575
"3401",3401,"Kongsvinger",3401,"34",-76343.4634387352,40.5998023715415,4.6296,4.815,4.9338,4.419,4.5252,4.3938,4.3047,4.1598,4.2669,4.4163,4.6125,4.4856,4.7367,4.9167,5.1363,4.9635,5.1435,4.9734,5.2461,5.355,5.0931,5.1759,5.0643,5.21094308300395,5.24748290513835,5.28402272727273,5.32056254940711,5.35710237154151,5.39364219367589,5.43018201581028,5.46672183794467,5.50326166007905,5.53980148221345,5.57634130434783,5.61288112648222,5.64942094861661,5.685960770751,5.72250059288538,5.75904041501977,5.79558023715416,5.83212005928854,5.86865988142293,5.90519970355732,5.9417395256917,5.9782793478261,6.01481916996048,6.05135899209486,6.08789881422926,6.12443863636364,6.16097845849802,6.19751828063242,201894.905631458,1036228003.44365,-68.7091170948631,0.036539822134388,4.37052717391302,4.4070669960474,4.44360681818181,4.48014664031619,4.51668646245058,4.55322628458497,4.58976610671935,4.62630592885374,4.66284575098813,4.69938557312251,4.7359253952569,4.77246521739129,4.80900503952569,4.84554486166007,4.88208468379446,4.91862450592885,4.95516432806323,4.99170415019762,5.02824397233201,5.06478379446639,5.10132361660078,5.13786343873517,5.17440326086955
