"kommunenummer","KomNavn","area_t0","area_t1","area_t2","pop_t0","pop_t1","pop_t2","km2_change_2000_2022","km2_change_2022_2050","pop_change_2000_2022","pop_change_2022_2050","bpc_t0","bpc_t1","bpc_t2","AGR_pop_1","AGR_pop_2","AGR_bpc_1","AGR_bpc_2","APOP","ABPC","APOP_t_1_2","ABPC_t_1_2","pop_change_class_norsk","pop_change_class_t_1_2_norsk","bpc_change_class_norsk","bpc_change_class_t_1_2_norsk","combined_change_class_1","combined_change_class_2","category_1","category_2","BPC_ratio","BPC_ratio_t_1_2","Kyst","iFylke","SSB_Sentralitet","BefUtvSiste10y","SyssUtvSiste10y","Herfindahlsindeksen_omvendt","SSB_Sentr_Kl","Herfindahlsindeksen","rSkog","rDyrketMark","rUrbant","SHAPE_Length","SHAPE_Area","kommunenavn","arealnoytral","arealnoytral_cat"
3901,"Horten",8618233.69565212,10359401.0869565,12575432.3122529,23764,27502,29859,1.74116739130438,2.2160312252964,3738,2357,362.659219645351,376.678099300287,421.160531573492,0.666240934490503,0.294101534733504,0.17254582671391,0.399449597605828,1382293.58966948,358873.801634901,939996.077363275,1276035.14793312,"Vekst","Stabil","Liten endring","Moderat økning","pop_Vekst_bpc_Liten endring","pop_Stabil_bpc_Moderat økning","g) Arealeffektiv vekst","e) Moderat arealvekst",1.03865579280914,1.11809136861377,1,39,874,4.1,4.6,0.899859989,2,0.100140011,22.8550492938982,14.6482813749001,4.57633892885691,100733.464319656,71018972.8970847,"Horten",1,"1"
1563,"Sunndal",8523890.21739132,8523890.21839132,8523890.21939132,7368,6932,6812,0,0,-436,-120,1156.87977977624,1229.64371298201,1251.30508211851,-0.276879285294129,-0.0623470170683982,0.277648035724343,0.062385913243368,-519939.976911083,519939.977911084,-148849.460620999,148849.461621002,"Stabil","Stabil","Liten endring","Liten endring","pop_Stabil_bpc_Liten endring","pop_Stabil_bpc_Liten endring","d) Stillstand i utbygd areal","d) Stillstand i utbygd areal",1.06289671103064,1.01761597193383,1,15,640,-1.3,-6.4,0.850192202,5,0.149807798,19.3954212047122,1.30862413869749,0.122805067792843,292142.126027277,1716380384.94778,"Sunndal",1,"1"
3226,"Aurskog-Høland",5553332.60869565,7405336.95652175,9762433.39920948,13235,17754,20818,1.8520043478261,2.35709644268773,4519,3064,419.594454755999,417.108085869198,468.941944433158,1.34416284551127,0.570216560971826,-0.0270112328865424,0.419210481949994,1890249.18683299,-38244.8390068942,1357985.1240587,999111.318629025,"Vekst","Vekst","Liten endring","Moderat økning","pop_Vekst_bpc_Liten endring","pop_Vekst_bpc_Moderat økning","g) Arealeffektiv vekst","i) Rask vekst i utbygd areal",0.994074352369012,1.12426960857386,0,32,797,12.5,10.9,0.93672327,3,0.06327673,75.2550663871419,9.65321453529001,0.415793151642208,181232.419255185,1144900139.70674,"Aurskog-Høland",1,"1"
3903,"Holmestrand",11223185.8695652,13297431.5217391,15937380.5335968,19652,25681,33427,2.0742456521739,2.6399490118577,6029,7746,571.09637032186,517.792590698925,476.781659544584,1.22366399573477,0.945919150598162,-0.444387898469334,-0.294266572980595,3272679.16301263,-1198433.51083874,3842834.79402056,-1202885.78216285,"Vekst","Vekst","Liten endring","Liten endring","pop_Vekst_bpc_Liten endring","pop_Vekst_bpc_Liten endring","g) Arealeffektiv vekst","g) Arealeffektiv vekst",0.906664124667971,0.920796604874194,1,39,837,17.8,18.5,0.932689268,3,0.067310732,65.3490949390469,14.3085826868612,1.40787259368715,181848.6409643,432806042.372124,"Holmestrand",0,"0"
4022,"Seljord",1189193.47826085,1579519.56521739,2076298.22134387,2928,2889,2930,0.39032608695654,0.49677865612648,-39,41,406.145313613678,546.735744277394,708.634205236816,-0.0609322224814246,0.0503412438992212,1.36032653745526,0.930639039721193,-18439.4415189705,408765.528475511,25599.5578753714,471179.098251109,"Stabil","Stabil","Sterk økning","Moderat økning","pop_Stabil_bpc_Sterk økning","pop_Stabil_bpc_Moderat økning","f) Ekspansjon i utbygd areal","e) Moderat arealvekst",1.34615795369596,1.29611830331927,0,40,650,-0.2,-8.5,0.915304705,5,0.0846952949999999,63.1048274318957,1.72148570789282,0.0811098058958438,182650.812135573,716851641.938228,"Seljord",0,"0"
4636,"Solund",442780.434782609,442780.435782609,442780.436782609,959,768,778,0,0,-191,10,461.710568073628,576.537025758605,569.126525427518,-1.00447268727626,0.0462135002589736,1.0146647275981,-0.0461921451859193,-98342.1304407407,98342.1314407407,5728.15806102235,-5728.15706102231,"Nedgang","Stabil","Moderat økning","Liten endring","pop_Nedgang_bpc_Moderat økning","pop_Stabil_bpc_Liten endring","b) Stillstand i utbygd areal","d) Stillstand i utbygd areal",1.2486979194868,0.987146531792409,1,46,350,-10.2,-9.4,0.873057341,6,0.126942659,1.29291177516898,0.0833778014941302,0.0144521522589826,1082689.60355654,229689028.630049,"Solund",0,"0"
5052,"Leka",41928.2608695651,47836.9565217391,55357.1146245059,714,570,704,0.005908695652174,0.00752015810276679,-144,134,58.7230544391668,83.9244851258581,78.6322650916277,-1.01862470516566,0.756928887159014,1.63635772074664,-0.232355690145825,-10095.0371822578,16003.7328344318,10874.9885270344,-3354.83042426762,"Nedgang","Vekst","Sterk økning","Liten endring","pop_Nedgang_bpc_Sterk økning","pop_Vekst_bpc_Liten endring","c) Nedgang-spredning","g) Arealeffektiv vekst",1.42915735442199,0.936940691071338,1,50,386,1.4,-0.4,0.832114007,6,0.167885993,2.46551046189628,0.658417622501652,0,487767.367286042,110106336.857875,"Leka",0,"0"
3330,"Hol",3394389.13043478,3733141.30434781,4164280.4347826,4642,4504,4891,0.33875217391303,0.43113913043479,-138,387,731.234194406459,828.850200787702,851.416977056348,-0.137085120637825,0.294829808985364,0.571196305510635,0.0959837250677831,-107471.326509932,446223.500422962,325172.135290608,105966.995144182,"Stabil","Stabil","Moderat økning","Liten endring","pop_Stabil_bpc_Moderat økning","pop_Stabil_bpc_Liten endring","e) Moderat arealvekst","d) Stillstand i utbygd areal",1.13349485996135,1.02722660409227,0,33,629,1.3,0.5,0.922319362,5,0.077680638,20.7749630636169,0.615786124861152,0.0792649390145265,250632.167553437,1859721728.67696,"Hol",1,"1"
3412,"Løten",1215870.65217389,1864477.17391304,2689976.3833992,7188,7715,8558,0.64860652173915,0.82549920948616,527,843,169.15284532191,241.669108737918,314.323017457256,0.322124604794394,0.371043927724868,1.63488745489693,0.943176220896969,107342.728575329,541263.793163821,233539.460223609,591959.749262551,"Stabil","Stabil","Sterk økning","Moderat økning","pop_Stabil_bpc_Sterk økning","pop_Stabil_bpc_Moderat økning","f) Ekspansjon i utbygd areal","e) Moderat arealvekst",1.4287025930779,1.30063382572461,0,34,790,4.8,6.6,0.906988406,3,0.093011594,70.9587483759203,12.9736899090515,0.581961888263317,119148.722719884,369494661.73701,"Løten",0,"0"
5612,"Guovdageaidnu - Kautokeino",1616938.04347827,1616938.04447827,1616938.04547827,3068,2877,2550,0,0,-191,-327,527.033260586138,562.022260854456,634.093351167949,-0.291745406881994,-0.429982649685312,0.292599053993747,0.431839486761643,-103933.218349725,103933.219349725,-195091.215434933,195091.216434933,"Stabil","Nedgang","Liten endring","Moderat økning","pop_Stabil_bpc_Liten endring","pop_Nedgang_bpc_Moderat økning","d) Stillstand i utbygd areal","b) Stillstand i utbygd areal",1.06638859989483,1.12823529481541,0,56,495,-2.6,-1.6,0.892590567,6,0.107409433,37.5078677496948,0.0377033896995575,0.00648992773516974,532644.129148173,9727129897.16972,"Guovdageaidnu - Kautokeino",0,"0"
1816,"Vevelstad",347341.304347831,347341.305347831,347341.306347831,592,462,534,0,0,-130,72,586.725176263228,751.821007246387,650.4518845465,-1.12068098273468,0.518593450117089,1.1333825990705,-0.51591792327681,-86120.4090913357,86120.4100913357,50305.7705778083,-50305.7695778083,"Nedgang","Vekst","Sterk økning","Liten endring","pop_Nedgang_bpc_Sterk økning","pop_Vekst_bpc_Liten endring","c) Nedgang-spredning","g) Arealeffektiv vekst",1.28138528507441,0.865168541816674,1,18,373,-9.2,-21.2,0.883437364,6,0.116562636,18.743382642103,1.08297788668058,0.0121003115830233,303258.586235573,538765908.541505,"Vevelstad",0,"0"
1135,"Sauda",1637148.91304348,1738164.13043478,1866728.95256917,5081,4525,4162,0.1010152173913,0.12856482213439,-556,-363,322.209980917827,384.124669709344,448.517287979137,-0.525390043457297,-0.298203947473519,0.802125897417216,0.555034879731586,-195524.977888029,296540.195279329,-150659.98827988,279224.81041427,"Nedgang","Stabil","Moderat økning","Moderat økning","pop_Nedgang_bpc_Moderat økning","pop_Stabil_bpc_Moderat økning","b) Stillstand i utbygd areal","e) Moderat arealvekst",1.19215633424871,1.16763468568295,1,11,604,-4.3,-7,0.913890262,5,0.086109738,25.6586868758411,0.699412139669948,0.31517812876266,132372.185855971,549219328.798496,"Sauda",1,"1"
5060,"Nærøysund",1803883.69565216,2550159.78260869,3499965.71146244,9220,9732,9876,0.74627608695653,0.94980592885375,512,144,195.648990851644,262.038613091727,354.391019791661,0.24595828848164,0.052471427731593,1.33690167399174,1.08408048418116,116494.497689199,629781.589267331,44065.1107643113,905740.818089439,"Stabil","Stabil","Sterk økning","Sterk økning","pop_Stabil_bpc_Sterk økning","pop_Stabil_bpc_Sterk økning","f) Ekspansjon i utbygd areal","f) Ekspansjon i utbygd areal",1.33933025645108,1.352438160202,1,50,581,5.2,11.8,0.93567596,5,0.06432404,16.5817544285999,1.55995498349491,0.0616228507945876,3714756.33901822,1345959635.19647,"Nærøysund",0,"0"
4003,"Skien",15035057.6086955,19543177.173913,25280783.8932806,49592,55513,60551,4.5081195652175,5.7376067193676,5921,5038,303.175060668969,352.046857022914,417.512244112906,0.513987758943979,0.310727322420257,0.681648568354953,0.610964491435406,1938900.82929432,2569218.73592318,1936220.84887021,3801385.87049738,"Vekst","Stabil","Moderat økning","Moderat økning","pop_Vekst_bpc_Moderat økning","pop_Stabil_bpc_Moderat økning","i) Rask vekst i utbygd areal","e) Moderat arealvekst",1.16119992273146,1.18595645944293,1,40,849,5.5,5.5,0.945206198,3,0.0547938019999999,77.7247312926038,5.53243636549312,1.95818121473614,190458.901166628,780466859.88756,"Skien",0,"0"
3414,"Nord-Odal",776924.999999991,1104074.99999999,1520447.72727273,5089,5016,4824,0.327149999999999,0.41637272727274,-73,-192,152.667518176457,220.110645933012,315.184023066486,-0.065653639815022,-0.139293410495067,1.67694124967839,1.29049273573456,-13450.7146857807,340600.71468578,-50784.0884814391,467156.815754179,"Stabil","Stabil","Sterk økning","Sterk økning","pop_Stabil_bpc_Sterk økning","pop_Stabil_bpc_Sterk økning","f) Ekspansjon i utbygd areal","f) Ekspansjon i utbygd areal",1.44176474840314,1.43193447881848,0,34,708,-3.5,0.9,0.905031196,4,0.094968804,81.0422529667605,5.04398480703757,0.175152028024325,121927.975639871,508177728.083335,"Nord-Odal",0,"0"
5045,"Grong",580196.739130436,580196.740130436,580196.741130436,2565,2287,2466,0,0,-278,179,226.19755911518,253.693371285718,235.278483832294,-0.520086314320678,0.269492801118143,0.522805361289613,-0.268768483248571,-66558.75923554,66558.7602355401,43721.5915180163,-43721.5905180163,"Nedgang","Stabil","Moderat økning","Liten endring","pop_Nedgang_bpc_Moderat økning","pop_Stabil_bpc_Liten endring","b) Stillstand i utbygd areal","d) Stillstand i utbygd areal",1.12155662633184,0.927412815872574,0,50,593,-6.9,-5.4,0.909248618,5,0.090751382,54.0196803267145,1.70046472327841,0.0554499366286439,174368.206684344,1135628942.76216,"Grong",0,"0"
4223,"Vennesla",3339430.43478257,4794456.52173911,6646307.90513832,12141,15123,17307,1.45502608695654,1.85185138339921,2982,2184,275.05398523866,317.030782367196,384.024262156256,1.003311616751,0.482927641149944,0.647686137601622,0.687016558376219,883606.900560496,571419.186396044,764860.037187024,1086991.34621219,"Vekst","Vekst","Moderat økning","Moderat økning","pop_Vekst_bpc_Moderat økning","pop_Vekst_bpc_Moderat økning","i) Rask vekst i utbygd areal","i) Rask vekst i utbygd areal",1.15261293920942,1.21131537855357,0,42,775,11.2,10.2,0.93213294,3,0.06786706,80.7215127318126,2.50994876063152,0.941555908133274,131505.789296583,385831329.939906,"Vennesla",0,"0"
3222,"Lørenskog",6919366.3043478,8316303.26086956,10094223.0237154,29505,44693,63803,1.39693695652176,1.77791976284584,15188,19110,234.515041665745,186.076192264327,158.209222508587,1.90545900333796,1.27948526005786,-1.04614176109856,-0.577745578049471,3154475.81955373,-1757538.86303197,3266707.91922916,-1488788.15638331,"Vekst","Vekst","Liten endring","Liten endring","pop_Vekst_bpc_Liten endring","pop_Vekst_bpc_Liten endring","g) Arealeffektiv vekst","g) Arealeffektiv vekst",0.793450991214209,0.85023892945878,0,32,978,36.4,21.5,0.91068015,1,0.08931985,65.1403459030337,8.98780833569606,9.38474624326623,41436.0345029173,70577424.2921592,"Lørenskog",1,"1"
1866,"Hadsel",694418.478260866,813903.260869562,965974.80237154,8321,8107,8057,0.119484782608696,0.152071541501978,-214,-50,83.4537289100909,100.395122840701,119.892615411635,-0.118359690111958,-0.0220925849807818,0.843635512660668,0.635880482201401,-19608.153966049,139092.936574745,-5492.28006980914,157563.821571787,"Stabil","Stabil","Moderat økning","Moderat økning","pop_Stabil_bpc_Moderat økning","pop_Stabil_bpc_Moderat økning","e) Moderat arealvekst","e) Moderat arealvekst",1.20300343857447,1.19420756725275,1,18,605,1.7,2.7,0.902426684,5,0.097573316,19.5827458397008,1.85071048032354,0.230494507814017,695519.021197032,566165449.541189,"Hadsel",0,"0"
1133,"Hjelmeland",1204473.91304348,1445204.34782608,1751588.5375494,2756,2534,2680,0.2407304347826,0.30638418972332,-222,146,437.036978607939,570.325314848493,653.577812518433,-0.381005376754906,0.200263519436206,1.21730003631828,0.487809760075675,-110954.871745227,351685.306527827,89263.6852354702,217120.50448785,"Nedgang","Stabil","Sterk økning","Moderat økning","pop_Nedgang_bpc_Sterk økning","pop_Stabil_bpc_Moderat økning","c) Nedgang-spredning","e) Moderat arealvekst",1.30498182708728,1.14597370220548,1,11,593,-6.4,-5.9,0.907519783,5,0.092480217,27.2065271592414,1.82351221693003,0.0275117354746634,326983.357382231,1073534689.34206,"Hjelmeland",0,"0"
5021,"Oppdal",4517589.13043479,4650749.99999999,4820227.47035573,6288,7066,7501,0.1331608695652,0.169477470355741,778,435,718.446108529706,658.187093121991,642.611314538826,0.531642291448775,0.213591339333807,-0.397396781777726,-0.0854961918671182,534712.624352276,-401551.754787076,282876.403168418,-113398.932812676,"Vekst","Stabil","Liten endring","Liten endring","pop_Vekst_bpc_Liten endring","pop_Stabil_bpc_Liten endring","g) Arealeffektiv vekst","d) Stillstand i utbygd areal",0.916125907437881,0.976335332695017,0,50,666,6.8,6.8,0.935538737,5,0.064461263,18.4740403938244,1.87501923829542,0.107734454357969,231142.236948439,2276695449.31226,"Oppdal",0,"0"
5526,"Sørreisa",546622.826086955,668064.130434782,822625.790513834,3294,3414,3422,0.121441304347827,0.154561660079052,120,8,165.944998812069,195.683693741881,240.393276012225,0.162777760388555,0.00835946044681624,0.75210121240652,0.737623869491233,21659.3586397598,99781.9457080671,1738.24845826745,152823.411620784,"Stabil","Stabil","Moderat økning","Moderat økning","pop_Stabil_bpc_Moderat økning","pop_Stabil_bpc_Moderat økning","e) Moderat arealvekst","e) Moderat arealvekst",1.17920814211154,1.22847883446701,1,55,610,0.6,5,0.904590993,5,0.095409007,51.0804797585863,1.80037337288699,0.11508068434647,126096.531959957,362828233.543797,"Sørreisa",1,"1"
5025,"Røros - Rossen",1878955.43478261,1878955.43578261,1878955.43678261,5545,5572,6018,0,0,27,446,338.855804289019,337.213825517338,312.222571748523,0.0220816881696839,0.275381774817651,-0.022076810818028,-0.274625504328974,9126.90523951486,-9126.90423951459,144681.31934391,-144681.318343911,"Stabil","Stabil","Liten endring","Liten endring","pop_Stabil_bpc_Liten endring","pop_Stabil_bpc_Liten endring","d) Stillstand i utbygd areal","d) Stillstand i utbygd areal",0.995154343673925,0.925889000160432,0,50,644,0.2,-2.9,0.943957223,5,0.056042777,43.1166401741859,1.40248296729414,0.105288444337679,211294.968402489,1956335152.02985,"Røros - Rosse",1,"1"
3214,"Frogn",3679630.4347826,4792421.73913043,6208701.58102766,12972,16084,18101,1.11279130434783,1.41627984189723,3112,2017,283.659453806861,297.96205789172,343.003236342062,0.982209599000616,0.422827820435345,0.223849002907994,0.504029284860197,905617.698222162,207173.606125667,646242.2597439,770037.58215333,"Vekst","Vekst","Liten endring","Moderat økning","pop_Vekst_bpc_Liten endring","pop_Vekst_bpc_Moderat økning","g) Arealeffektiv vekst","i) Rask vekst i utbygd areal",1.05042174301935,1.15116414072663,1,32,891,4.1,6.7,0.925694055,2,0.074305945,51.8852387969143,13.9290976857069,3.09439195631447,110454.051696359,85756456.8225462,"Frogn",1,"1"
4650,"Gloppen",3656964.1304348,3656964.1314348,3656964.1324348,5769,5875,5715,0,0,106,-160,633.899138574242,622.461979818689,639.888737083955,0.0827947320927835,-0.0985648314400511,-0.0827262378827909,0.0986620785280667,66583.482564906,-66583.481564906,-100975.259686677,100975.260686677,"Stabil","Stabil","Liten endring","Liten endring","pop_Stabil_bpc_Liten endring","pop_Stabil_bpc_Liten endring","d) Stillstand i utbygd areal","d) Stillstand i utbygd areal",0.981957447077028,1.02799650071855,1,46,617,3.8,1.5,0.94200451,5,0.05799549,29.9941567453071,2.7381126287342,0.145168358775838,251113.10999205,1035199676.56477,"Gloppen",0,"0"
1514,"Sande",777453.260869567,777453.261869567,777453.262869567,3081,2422,2375,0,0,-659,-47,252.337961982982,320.996392183967,327.34874226087,-1.0879502456291,-0.0699619710648025,1.09991679899204,0.0700109567038254,-187102.335629972,187102.336629972,-15235.134494317,15235.1354943169,"Nedgang","Stabil","Sterk økning","Liten endring","pop_Nedgang_bpc_Sterk økning","pop_Stabil_bpc_Liten endring","c) Nedgang-spredning","d) Stillstand i utbygd areal",1.27208918413003,1.01978947499592,1,15,560,-7.1,-6,0.867571296,6,0.132428704,5.15219560878243,2.53555389221557,0.130988023952096,226045.793109546,93714242.3459327,"Sande (Møre og Romsdal)",0,"0"
4642,"Lærdal",5168856.52173913,6044204.34782607,7158283.39920948,2202,2117,2152,0.87534782608694,1.11407905138341,-85,35,2347.34628598507,2855.07999424944,3326.33986952113,-0.17877657735712,0.0585801877326597,0.894038368763495,0.547107983139838,-220257.864688066,1095605.69077501,107987.472738799,1006091.57864461,"Stabil","Stabil","Moderat økning","Moderat økning","pop_Stabil_bpc_Moderat økning","pop_Stabil_bpc_Moderat økning","e) Moderat arealvekst","e) Moderat arealvekst",1.21630115304922,1.16506013009123,1,46,570,-2.2,3.6,0.930642093,5,0.069357907,20.0759434264138,0.865385299116127,0.0462202501582155,244896.518301066,1346506182.77112,"Lærdal",1,"1"
1505,"Kristiansund",6683742.39130432,8419979.34782609,10629735.4743083,22124,24013,24346,1.73623695652177,2.20975612648221,1889,333,302.103705989166,350.642541449469,436.611167103766,0.373114154419318,0.0491985793230842,0.67955744022079,0.786202025370542,616006.648922563,1120230.30759921,130587.881256298,2079168.24522591,"Stabil","Stabil","Moderat økning","Moderat økning","pop_Stabil_bpc_Moderat økning","pop_Stabil_bpc_Moderat økning","e) Moderat arealvekst","e) Moderat arealvekst",1.16066944727266,1.24517454527601,1,15,749,0.1,-5.1,0.956227466,4,0.043772534,10.9467178574773,0.798295720573087,1.299278958704,194689.526574839,87655608.9140415,"Kristiansund",0,"0"
4221,"Valle",1122006.52173913,1252819.56521739,1419308.89328063,1439,1169,1187,0.13081304347826,0.16648932806324,-270,18,779.712662779103,1071.70193773943,1195.71094631898,-0.940097489397629,0.054587869248901,1.45631049145063,0.391811875775572,-246494.372178783,377307.415657043,20389.1947219539,146100.133341286,"Nedgang","Stabil","Sterk økning","Moderat økning","pop_Nedgang_bpc_Sterk økning","pop_Stabil_bpc_Moderat økning","c) Nedgang-spredning","e) Moderat arealvekst",1.3744831768149,1.11571221830683,0,42,466,-7.6,-15.8,0.920901694,6,0.079098306,36.8596177860677,0.586440731549247,0.0134359736338776,195734.51815153,1270054196.30435,"Valle",0,"0"
3449,"Sør-Aurdal",814861.956521739,819538.043478261,825489.42687747,3389,2889,2625,0.004676086956522,0.00595138339920898,-500,-264,240.443185754423,283.675335229581,314.472162619989,-0.722939904074471,-0.341663303209516,0.754406737397084,0.368768142256859,-130444.761893341,135120.848849863,-78820.7570261307,84772.1404253399,"Nedgang","Nedgang","Moderat økning","Moderat økning","pop_Nedgang_bpc_Moderat økning","pop_Nedgang_bpc_Moderat økning","b) Stillstand i utbygd areal","b) Stillstand i utbygd areal",1.17980193258342,1.10856364147938,0,34,581,-8.9,1.4,0.888272677,5,0.111727323,74.6260312880393,1.72039132590956,0.0351652315044407,179765.747129605,1110500891.72382,"Sør-Aurdal",0,"0"
3240,"Eidsvoll",5124443.47826079,8720373.91304343,13297012.6482213,17524,26716,35067,3.59593043478264,4.57663873517787,9192,8351,292.424302571376,326.410162937694,379.188771443845,1.93526662139336,0.976154610689806,0.501018742885684,0.536718772570999,2852253.26576,743677.169022642,2950706.50648914,1625932.22868873,"Vekst","Vekst","Moderat økning","Moderat økning","pop_Vekst_bpc_Moderat økning","pop_Vekst_bpc_Moderat økning","i) Rask vekst i utbygd areal","i) Rask vekst i utbygd areal",1.11622105299549,1.16169413363586,0,32,851,23.5,10.9,0.92950923,3,0.07049077,64.7330719183334,11.3365024425508,1.62544634055511,122286.012050298,456614964.450056,"Eidsvoll",0,"0"
4645,"Askvoll",977057.608695654,977057.609695654,977057.610695654,3349,2951,2788,0,0,-398,-163,291.746076051255,331.093734224214,350.45107987649,-0.573430022456245,-0.202721395849115,0.576737211429457,0.2031331939506,-123615.08843302,123615.08943302,-55516.0295878942,55516.0305878944,"Nedgang","Stabil","Moderat økning","Liten endring","pop_Nedgang_bpc_Moderat økning","pop_Stabil_bpc_Liten endring","b) Stillstand i utbygd areal","d) Stillstand i utbygd areal",1.13486953691211,1.05846485043769,1,46,504,-2.3,-0.9,0.91138107,6,0.08861893,8.35810403695521,1.49427595902792,0.0341434022896164,697685.270532968,328182635.542316,"Askvoll",0,"0"
3322,"Nesbyen",1216085.86956522,1216085.87056522,1216085.87156522,3528,3273,3050,0,0,-255,-223,344.695541259983,371.550831214549,398.716679201711,-0.340438021313494,-0.251702001177434,0.341600964615996,0.252337141749748,-91235.8081764322,91235.809176432,-85813.5997296295,85813.6007296296,"Nedgang","Stabil","Moderat økning","Liten endring","pop_Nedgang_bpc_Moderat økning","pop_Stabil_bpc_Liten endring","b) Stillstand i utbygd areal","d) Stillstand i utbygd areal",1.07791017503853,1.07311475498079,0,33,640,-4,5.6,0.931790243,5,0.068209757,68.3262724948433,1.60814199078591,0.139569927003693,131686.263369296,811082749.696874,"Nesbyen",0,"0"
1106,"Haugesund",10343259.7826087,10928905.4347826,11674272.6284585,30362,37444,41120,0.5856456521739,0.7453671936759,7082,3676,340.664639437741,291.873342452265,283.907408279633,0.957530985899591,0.335017568038309,-0.700167244765426,-0.0987790086156903,2229340.7442631,-1643695.0920892,1057989.01821316,-312621.824537257,"Vekst","Stabil","Liten endring","Liten endring","pop_Vekst_bpc_Liten endring","pop_Stabil_bpc_Liten endring","g) Arealeffektiv vekst","d) Stillstand i utbygd areal",0.856776162427643,0.972707565186654,1,11,836,5.9,1.6,0.938873351,3,0.061126649,6.23885160961522,1.1042215238257,4.06013760298989,165147.733521112,73173595.3871689,"Haugesund",1,"1"
1576,"Aure",1960464.13043479,1960464.13143479,1960464.13243479,3823,3384,3243,0,0,-439,-141,512.807776728954,579.333372173401,604.521779967558,-0.55290678080866,-0.151883163523725,0.555980838885417,0.152114201206421,-239131.534909882,239131.535909882,-83436.5891843702,83436.5901843698,"Nedgang","Stabil","Moderat økning","Liten endring","pop_Nedgang_bpc_Moderat økning","pop_Stabil_bpc_Liten endring","b) Stillstand i utbygd areal","d) Stillstand i utbygd areal",1.12972813296396,1.04347826140183,1,15,501,-5.3,1.9,0.922259383,6,0.077740617,32.767978937528,2.1444038500062,0.0324331543150404,762751.4653307,642432686.159279,"Aure",1,"1"
3419,"Våler (Innlandet)",1702105.43478261,1819164.13043478,1968147.92490119,4063,3597,3502,0.11705869565217,0.14898379446641,-466,-95,418.928238932466,505.744823584871,562.006831782179,-0.55220359390139,-0.0955469349975369,0.859731935329155,0.3774310737231,-214404.053139916,331462.748792086,-50659.3111291204,199643.105595531,"Nedgang","Stabil","Moderat økning","Moderat økning","pop_Nedgang_bpc_Moderat økning","pop_Stabil_bpc_Moderat økning","b) Stillstand i utbygd areal","e) Moderat arealvekst",1.20723497865323,1.11124584093319,0,34,669,-5.3,-1.8,0.820479139,5,0.179520861,75.1644736842105,7.61541515426497,0.138951905626134,211457.774852188,705199283.605012,"Våler (Innlandet)",0,"0"
1836,"Rødøy",661030.434782621,661030.435782621,661030.436782621,1570,1153,982,0,0,-417,-171,421.038493492115,573.313474226037,673.147084300021,-1.39342065840755,-0.571685381116593,1.41311124935872,0.574972419788811,-204065.640336115,204065.641336115,-106116.020425938,106116.021425938,"Nedgang","Nedgang","Sterk økning","Moderat økning","pop_Nedgang_bpc_Sterk økning","pop_Nedgang_bpc_Moderat økning","c) Nedgang-spredning","b) Stillstand i utbygd areal",1.3616652232221,1.17413442132815,1,18,338,-13.1,-11.3,0.794088001,6,0.205911999,6.4151890608476,0.305328433813272,0.00123448153832859,1363453.3668804,710807701.315105,"Rødøy",0,"0"
4010,"Siljan",507824.999999993,704983.695652171,955912.94466403,2269,2349,2674,0.197158695652178,0.250929249011859,80,325,223.810048479503,300.120772946859,357.484272499637,0.157626372151176,0.463878934711381,1.342510345323,0.626620812297229,20825.7946628456,176332.900989332,106790.465556154,144138.783455705,"Stabil","Vekst","Sterk økning","Moderat økning","pop_Stabil_bpc_Sterk økning","pop_Vekst_bpc_Moderat økning","f) Ekspansjon i utbygd areal","i) Rask vekst i utbygd areal",1.34096201214283,1.19113471883179,0,40,739,-2.1,-8.7,0.91632,4,0.08368,86.2724935732648,3.42603412012152,0.25706940874036,78989.5286869407,214259504.631561,"Siljan",0,"0"
3415,"Sør-Odal",2058632.60869562,3470576.08695651,5267595.05928853,7349,7978,9034,1.41194347826089,1.79701897233202,629,1056,280.124181343805,435.018311225434,583.085572203734,0.373986244091529,0.444942240628188,2.02085331821997,1.05172728248788,222015.111319561,1189928.36694133,535365.207435196,1261653.76489682,"Stabil","Vekst","Sterk økning","Sterk økning","pop_Stabil_bpc_Sterk økning","pop_Vekst_bpc_Sterk økning","f) Ekspansjon i utbygd areal","h) Proporsjonal vekst",1.55294808587597,1.34037018019126,0,34,777,3.4,9.4,0.932974227,3,0.067025773,72.7658009830863,13.0181522622595,0.388977048418934,129461.214698586,516737479.389303,"Sør-Odal",0,"0"
1508,"Ålesund",9969906.52173906,12676284.7826087,16120766.2055336,45776,57690,62151,2.70637826086964,3.4444814229249,11914,4461,217.797678297341,219.73105880757,259.38064078669,1.05701972343284,0.266365050367812,0.0401798332191117,0.594231088888098,2606785.3735768,99592.8872928431,1067312.04029919,2377169.38262571,"Vekst","Stabil","Liten endring","Moderat økning","pop_Vekst_bpc_Liten endring","pop_Stabil_bpc_Moderat økning","g) Arealeffektiv vekst","e) Moderat arealvekst",1.00887695647329,1.18044596059515,1,15,800,9.9,1.1,0.956472332,3,0.043527668,18.7957224221188,2.55574603294212,1.01162330689675,630232.389621607,372720809.34402,"Ålesund",0,"0"
