"kommunenummer","KomNavn","area_t0","area_t1","area_t2","pop_t0","pop_t1","pop_t2","km2_change_2000_2022","km2_change_2022_2050","pop_change_2000_2022","pop_change_2022_2050","bpc_t0","bpc_t1","bpc_t2","AGR_pop_1","AGR_pop_2","AGR_bpc_1","AGR_bpc_2","APOP","ABPC","APOP_t_1_2","ABPC_t_1_2","pop_change_class_norsk","pop_change_class_t_1_2_norsk","bpc_change_class_norsk","bpc_change_class_t_1_2_norsk","combined_change_class_1","combined_change_class_2","category_1","category_2","BPC_ratio","BPC_ratio_t_1_2","Kyst","iFylke","SSB_Sentralitet","BefUtvSiste10y","SyssUtvSiste10y","Herfindahlsindeksen_omvendt","SSB_Sentr_Kl","Herfindahlsindeksen","rSkog","rDyrketMark","rUrbant","SHAPE_Length","SHAPE_Area","kommunenavn","arealnoytral","arealnoytral_cat"
3310,"Hole",1943197.82608695,2565802.17391304,3358207.70750988,4977,6859,8570,0.62260434782609,0.79240553359684,1882,1711,390.435568834027,374.078170857711,391.856208577582,1.46856240156668,0.798550376519747,-0.194348037877479,0.165959593190745,718476.451508033,-95872.1036819419,655703.309949501,136702.223647338,"Vekst","Vekst","Liten endring","Liten endring","pop_Vekst_bpc_Liten endring","pop_Vekst_bpc_Liten endring","g) Arealeffektiv vekst","g) Arealeffektiv vekst",0.958104744336782,1.04752492688656,0,33,832,6.6,15,0.934045717,3,0.0659542829999999,52.8752335478514,11.2310566742786,0.783682790118331,71853.2206983834,192853992.574736,"Hole",0,"0"
1580,"Haram",1733175,2075390.2173913,2510936.85770751,8774,9424,9685,0.3422152173913,0.43554664031621,650,261,197.535331661728,220.223919502472,259.260387992515,0.32537740757077,0.0976142901586874,0.495438630416278,0.584516207686847,135725.977616817,206489.239774483,62457.3957407465,373089.244575463,"Stabil","Stabil","Moderat økning","Moderat økning","pop_Stabil_bpc_Moderat økning","pop_Stabil_bpc_Moderat økning","e) Moderat arealvekst","e) Moderat arealvekst",1.11485837824495,1.17725807704374,1,15,625,4.3,5.8,0.889399152,5,0.110600848,18.7957224221188,2.55574603294212,1.01162330689675,374845.338392623,262183134.820901,"Haram",0,"0"
4641,"Aurland",8074848.9130435,9237551.08695649,10717353.8537549,1833,1766,2263,1.16270217391299,1.47980276679841,-67,497,4405.26400056929,5230.77637993006,4735.90537063849,-0.169115323498792,0.88955561068087,0.783780718237814,-0.354323636864462,-321844.560774886,1484546.73468787,2469609.39061015,-989806.623811739,"Stabil","Vekst","Moderat økning","Liten endring","pop_Stabil_bpc_Moderat økning","pop_Vekst_bpc_Liten endring","e) Moderat arealvekst","g) Arealeffektiv vekst",1.18739226054423,0.905392436352213,1,46,528,3.6,13.8,0.912122172,6,0.087877828,14.0585950636659,0.404876987293193,0.0336298474787506,292358.859470406,1472906857.50259,"Aurland",0,"0"
3911,"Færder",11575790.2173912,14691453.2608695,18656842.5889328,24106,27165,30052,3.1156630434783,3.9653893280633,3059,2887,480.203692748328,540.822869901325,620.818667274484,0.544516256585692,0.361365049442486,0.541832810611775,0.493884269219858,1561669.19670334,1553993.84677496,1676118.82838727,2289270.49967603,"Vekst","Stabil","Moderat økning","Moderat økning","pop_Vekst_bpc_Moderat økning","pop_Stabil_bpc_Moderat økning","i) Rask vekst i utbygd areal","e) Moderat arealvekst",1.12623638274428,1.14791496777448,1,39,846,5.1,-0.2,0.938739317,3,0.061260683,9.61281474187649,2.47397664931777,1.56315937543958,537113.208377892,100041334.66641,"Færder",0,"0"
4202,"Grimstad",8133789.13043471,11526593.4782608,15844708.1027668,17821,24017,29383,3.39280434782609,4.318114624506,6196,5366,456.415977242282,479.934774462289,539.247459509471,1.36553198903726,0.722793788294562,0.228650022981847,0.417025591651465,2903823.32344219,488981.024383895,2736721.76827173,1581392.85623427,"Vekst","Vekst","Liten endring","Moderat økning","pop_Vekst_bpc_Liten endring","pop_Vekst_bpc_Moderat økning","g) Arealeffektiv vekst","i) Rask vekst i utbygd areal",1.05152930307591,1.12358488737065,1,42,809,13.9,16,0.945338642,3,0.054661358,51.5963644838033,4.95455604754137,1.33535306455372,359976.172518789,304424246.518067,"Grimstad",0,"0"
1108,"Sandnes",17695428.2608694,23446623.9130435,30766327.4703557,54016,81305,93609,5.7511956521741,7.3197035573122,27289,12304,327.596050445598,288.37862263137,328.668477073312,1.87614255166368,0.504550797302072,-0.577901041629525,0.468147027366905,8356970.95051152,-2605775.29833742,3796492.54195306,3523211.01535914,"Vekst","Vekst","Liten endring","Moderat økning","pop_Vekst_bpc_Liten endring","pop_Vekst_bpc_Moderat økning","g) Arealeffektiv vekst","i) Rask vekst i utbygd areal",0.880287238625483,1.13971165433245,1,11,882,15.8,12.7,0.948604958,2,0.051395042,19.7215451787687,4.80018937733434,1.36158796401831,387141.112141539,1046133867.3174,"Sandnes",0,"0"
1506,"Molde",8383372.82608696,8847479.34782608,9438160.37549407,28977,32002,34602,0.46410652173912,0.590681027667989,3025,2600,289.311275359318,276.466450466411,272.763434931335,0.452365501975294,0.279364794678139,-0.2062130368782,-0.0481476778610213,855270.338272607,-391163.816533487,713925.368059175,-123244.340391183,"Vekst","Stabil","Liten endring","Liten endring","pop_Vekst_bpc_Liten endring","pop_Stabil_bpc_Liten endring","g) Arealeffektiv vekst","d) Stillstand i utbygd areal",0.955602059142167,0.986605913560838,1,15,740,4.9,3.5,0.961363389,4,0.038636611,25.6981332904897,2.18402000261078,0.389609085523211,745925.398525979,1507044971.86067,"Molde",0,"0"
1853,"Evenes - Evenássi",1748494.56521739,1876392.39130435,2039171.44268775,1523,1334,1467,0.12789782608696,0.1627790513834,-189,133,1148.0594650147,1406.59099797927,1390.02824995757,-0.600463271855245,0.339996508752094,0.927437703801282,-0.0422945332703928,-240049.302396757,367947.128483717,185955.562512437,-23176.5111290374,"Nedgang","Stabil","Moderat økning","Liten endring","pop_Nedgang_bpc_Moderat økning","pop_Stabil_bpc_Liten endring","b) Stillstand i utbygd areal","d) Stillstand i utbygd areal",1.22519001919579,0.988224901164944,1,18,528,-4.8,4.9,0.870243375,6,0.129756625,38.7108344221556,2.24425486127123,0.0691722388747983,149142.570343794,252632257.583387,"Evenes - Evenássi",0,"0"
1818,"Herøy (Nordland)",212536.956521735,359628.260869563,546835.375494072,1881,1825,1982,0.147091304347828,0.187207114624509,-56,157,112.991470771789,197.056581298391,275.900794901146,-0.137285510216845,0.295172094881702,2.56031144811033,1.20921856845442,-8452.47848300257,155543.782830831,36865.6397954033,150341.474829106,"Stabil","Stabil","Sterk økning","Sterk økning","pop_Stabil_bpc_Sterk økning","pop_Stabil_bpc_Sterk økning","f) Ekspansjon i utbygd areal","f) Ekspansjon i utbygd areal",1.74399518788803,1.40010951719175,1,18,480,4.5,4,0.906018047,6,0.093981953,0.504349618962277,0.237900763661451,0.0412361323679849,1258762.7988067,64436443.3783843,"Herøy (Nordland)",0,"0"
5061,"Rindal",671028.260869569,671028.261869569,671028.262869569,2138,1980,1636,0,0,-158,-344,313.857933054055,338.903162560388,410.16397485915,-0.348364379725985,-0.679263244268391,0.349582206384746,0.683908790629784,-51517.4988523922,51517.4998523921,-128060.774140928,128060.775140928,"Nedgang","Nedgang","Moderat økning","Moderat økning","pop_Nedgang_bpc_Moderat økning","pop_Nedgang_bpc_Moderat økning","b) Stillstand i utbygd areal","b) Stillstand i utbygd areal",1.07979798140715,1.21026895045886,0,50,607,-5,-11.6,0.911418898,5,0.088581102,35.1694781150109,4.21717251637814,0.0743741494445675,173322.819610392,632731908.192105,"Rindal",0,"0"
4218,"Iveland",207802.173913034,518067.391304342,912950.395256916,1128,1323,1639,0.310265217391308,0.394883003952574,195,316,184.221785383895,391.585329784083,557.016714616788,0.727431805980494,0.767877511439319,3.48697709835746,1.26649511350123,54157.1424344352,256108.074956873,149278.742834637,245604.261117937,"Vekst","Vekst","Sterk økning","Sterk økning","pop_Vekst_bpc_Sterk økning","pop_Vekst_bpc_Sterk økning","h) Proporsjonal vekst","h) Proporsjonal vekst",2.12561901388627,1.42246573671165,0,42,624,4.8,-4.2,0.855251487,5,0.144748513,83.3619997706685,1.13519091847265,0.0229331498681344,89971.0791144612,262508831.745828,"Iveland",0,"0"
5516,"Gratangen - Rivtták",355382.608695651,423469.56521739,510125.691699605,1345,1070,1125,0.068086956521739,0.086656126482215,-275,55,264.224987877807,395.765948801299,453.445059288538,-1.03431994095858,0.179175997213932,1.85343047716162,0.487079235387955,-88848.1430455107,156935.09956725,23330.5948653849,63325.53161683,"Nedgang","Stabil","Sterk økning","Moderat økning","pop_Nedgang_bpc_Sterk økning","pop_Stabil_bpc_Moderat økning","c) Nedgang-spredning","e) Moderat arealvekst",1.49783694562728,1.14574045761627,1,55,509,-3.6,26.1,0.888663997,6,0.111336003,35.883200768697,0.971547536433033,0.0266908663855229,160119.106113909,312600404.709288,"Gratangen - Rivtták",0,"0"
3437,"Sel",3509540.21739131,3586059.78260869,3683448.3201581,6273,5531,5359,0.0765195652173798,0.0973885375494099,-742,-172,559.467594036555,648.356496584468,687.33874233217,-0.570575445788424,-0.112762234486263,0.672501602725473,0.208740958712217,-446601.31395543,523120.87917281,-114819.519550904,212208.057100314,"Nedgang","Stabil","Moderat økning","Liten endring","pop_Nedgang_bpc_Moderat økning","pop_Stabil_bpc_Liten endring","b) Stillstand i utbygd areal","d) Stillstand i utbygd areal",1.1588812354735,1.06012470909609,0,34,627,-6.5,-13.9,0.941747848,5,0.058252152,42.5727039688854,3.56669318483161,0.185627154600902,175270.096257368,906206605.08484,"Sel",0,"0"
3450,"Etnedal",257791.304347823,382617.391304347,541486.95652174,1401,1256,1452,0.124826086956524,0.158869565217393,-145,196,184.005213667254,304.631680974799,372.924901185771,-0.495378928126777,0.51923569589849,2.31800004926908,0.725021425873984,-34536.0521146725,159362.139071197,66336.7357074572,92532.8295099357,"Nedgang","Vekst","Sterk økning","Moderat økning","pop_Nedgang_bpc_Sterk økning","pop_Vekst_bpc_Moderat økning","c) Nedgang-spredning","i) Rask vekst i utbygd areal",1.65556005128028,1.22418292146253,0,34,587,-11.4,-20.6,0.909127259,5,0.090872741,75.83525722002,2.7486169795705,0.0130679095700658,129736.942283837,459725330.714408,"Etnedal",0,"0"
5001,"Trondheim - Tråante",33627629.347826,37630457.6086956,42724966.3043479,153734,210496,250341,4.0028282608696,5.0945086956523,56762,39845,218.739051529434,178.770416581292,170.667075326646,1.43862646982107,0.621053941769434,-0.912975384651804,-0.165533067021706,11184384.5332772,-7181556.27240764,6955759.0416541,-1861250.3460018,"Vekst","Vekst","Liten endring","Liten endring","pop_Vekst_bpc_Liten endring","pop_Vekst_bpc_Liten endring","g) Arealeffektiv vekst","g) Arealeffektiv vekst",0.817277094928045,0.954671799676872,1,50,885,14.6,16.1,0.959358602,2,0.040641398,40.4508541024923,10.3290394847382,4.77457294875385,161043.951227916,528855450.387006,"Trondheim - Tråante",1,"1"
4632,"Austrheim",1030138.04347825,1492209.7826087,2080301.08695652,2527,2889,3240,0.46207173913045,0.58809130434782,362,351,407.652569639197,516.514289584181,642.068236714975,0.610389846802262,0.410350026388162,1.08166123601066,0.780140329036461,166936.989157115,295134.749973335,202953.613128635,385137.691219185,"Vekst","Vekst","Sterk økning","Moderat økning","pop_Vekst_bpc_Sterk økning","pop_Vekst_bpc_Moderat økning","h) Proporsjonal vekst","i) Rask vekst i utbygd areal",1.26704534216805,1.24307932938675,1,46,641,0.8,-6.3,0.826029573,5,0.173970427,4.86599975299494,1.84018772384834,0.197604050883043,462677.612280092,57926270.3860667,"Austrheim",0,"0"
3205,"Lillestrøm",18279958.6956521,22681623.9130434,28283743.2806324,60105,89095,113461,4.4016652173913,5.602119367589,28990,24366,304.133744208503,254.577966362236,249.281632284507,1.80523813622668,0.867152275320926,-0.805197200612062,-0.0750569237102483,8030322.56414174,-3628657.34675044,6135698.27210359,-533578.904514591,"Vekst","Vekst","Liten endring","Liten endring","pop_Vekst_bpc_Liten endring","pop_Vekst_bpc_Liten endring","g) Arealeffektiv vekst","g) Arealeffektiv vekst",0.837059258336379,0.979195630504043,0,32,940,17.8,23.2,0.939381883,1,0.060618117,52.4288217257994,26.3753832676303,3.62242663162505,151922.744440274,456743317.265998,"Lillestrøm",1,"1"
1824,"Vefsn",1836626.08695653,1836626.08795653,1836626.08895653,13553,13233,12752,0,0,-320,-481,135.51435748222,138.791361592725,144.026512622062,-0.10855110989767,-0.132146850990267,0.108669073858358,0.132321711910288,-43884.7322922873,43884.7332922868,-68002.1498737767,68002.1508737762,"Stabil","Stabil","Liten endring","Liten endring","pop_Stabil_bpc_Liten endring","pop_Stabil_bpc_Liten endring","d) Stillstand i utbygd areal","d) Stillstand i utbygd areal",1.02418196987677,1.03771957396526,1,18,686,0.7,3.6,0.937093819,4,0.062906181,35.9887701324927,1.43919617790474,0.14825395261784,425260.729703757,1928182855.67106,"Vefsn",0,"0"
1845,"Sørfold - Fuolldá",9463832.60869565,9983445.6521739,10644771.3438735,2367,1869,1793,0.51961304347825,0.6613256916996,-498,-76,3998.23937840965,5341.59745969711,5936.84960617596,-1.06798250755323,-0.148152052941009,1.32539123310589,0.378048039081946,-2296369.4107551,2815982.45423335,-428026.29754874,1089351.98924834,"Nedgang","Stabil","Sterk økning","Moderat økning","pop_Nedgang_bpc_Sterk økning","pop_Stabil_bpc_Moderat økning","c) Nedgang-spredning","e) Moderat arealvekst",1.33598740699257,1.11143710303333,1,18,547,-6.9,1.9,0.781284292,6,0.218715708,25.9874407699497,0.396233324042345,0.0245937925267662,569214.081657975,1636158169.26582,"Sørfold - Fuolldá",0,"0"
1528,"Sykkylven",1770476.08695652,1773097.82608695,1776434.58498024,7280,7558,6868,0.00262173913043018,0.00333675889328999,278,-690,243.19726469183,234.598812660353,258.653841726884,0.170489453379252,-0.341322102561581,-0.163484526359536,0.349229010798235,66399.0200195983,-63777.2808891679,-169904.817809407,173241.576702697,"Stabil","Nedgang","Liten endring","Moderat økning","pop_Stabil_bpc_Liten endring","pop_Nedgang_bpc_Moderat økning","d) Stillstand i utbygd areal","b) Stillstand i utbygd areal",0.964644125243876,1.10253687473413,1,15,695,-0.6,-4.9,0.777982748,4,0.222017252,38.0738410844005,3.48985246761027,0.454329863451409,121615.67484337,339070125.674166,"Sykkylven",0,"0"
4219,"Evje og Hornnes",1601041.30434781,2175280.4347826,2906130.23715415,3346,3653,4368,0.57423913043479,0.73084980237155,307,715,478.494113672388,595.477808590912,665.322856491335,0.39981141848604,0.640458256787735,0.999141205097254,0.396886582763112,164463.179656472,409775.950778317,451018.386771575,279831.415599976,"Vekst","Vekst","Moderat økning","Moderat økning","pop_Vekst_bpc_Moderat økning","pop_Vekst_bpc_Moderat økning","i) Rask vekst i utbygd areal","i) Rask vekst i utbygd areal",1.24448303871637,1.11729244464323,0,42,691,9.8,10.7,0.911313637,4,0.088686363,72.1855996729521,1.42061423680311,0.143083448311104,137634.418589955,589150754.807556,"Evje og Hornnes",0,"0"
5007,"Namsos - Nåavmesjenjaelmie",2498400,2717608.69565217,2996601.58102767,14950,15001,14250,0.21920869565217,0.2789928853755,51,-751,167.117056856187,181.161835587772,210.287830247556,0.0154810423263152,-0.183260297279297,0.367474651804489,0.533871691061538,8876.49875427327,210332.196897897,-146624.12675266,425617.01212816,"Stabil","Stabil","Moderat økning","Moderat økning","pop_Stabil_bpc_Moderat økning","pop_Stabil_bpc_Moderat økning","e) Moderat arealvekst","e) Moderat arealvekst",1.08404156341546,1.16077334702028,1,50,690,-2.8,-4.9,0.938607369,4,0.061392631,42.3542786673604,2.3361658670058,0.134111798369848,1081933.12879221,2132213184.77822,"Namsos - Nåavmesjenjaelmie",0,"0"
1130,"Strand",3998807.60869561,5383888.04347824,7146717.68774702,10122,13268,14711,1.38508043478263,1.76282964426878,3146,1443,395.061016468644,405.779924892843,485.807741672695,1.237797387335,0.369396278882395,0.121759205848715,0.644935081220588,1260407.27513239,124673.159650235,642542.327719271,1120287.31654951,"Vekst","Stabil","Liten endring","Moderat økning","pop_Vekst_bpc_Liten endring","pop_Stabil_bpc_Moderat økning","g) Arealeffektiv vekst","e) Moderat arealvekst",1.02713228584286,1.19721975354248,1,11,787,13.4,7.5,0.945975749,3,0.054024251,32.0843628212639,3.81313838864974,0.942459053974885,204059.745026907,263252361.48925,"Strand",0,"0"
1578,"Fjord",4579258.69565219,4579258.69665219,4579258.69765219,3012,2491,2510,0,0,-521,19,1520.33821236793,1838.32143582986,1824.40585563832,-0.859557559512791,0.0271412427963025,0.867010010593194,-0.0271338775448049,-869693.184033071,869693.185033072,34795.575832547,-34795.5748325461,"Nedgang","Stabil","Moderat økning","Liten endring","pop_Nedgang_bpc_Moderat økning","pop_Stabil_bpc_Liten endring","b) Stillstand i utbygd areal","d) Stillstand i utbygd areal",1.20915295088629,0.992430279101185,1,15,564,-10.6,-10.3,0.906889198,6,0.093110802,22.6516005141959,1.13313548428052,0.0420561489263779,287678.223190561,1194177420.59568,"Fjord",0,"0"
3301,"Drammen",23901779.347826,26567403.2608695,29960015.513834,81602,102273,115964,2.6656239130435,3.3926122529645,20671,13691,292.906783508076,259.769472498797,258.356175311597,1.03161178621596,0.449701312256923,-0.544240072347679,-0.0194818025547883,5692465.09986657,-3026841.18682307,3546617.80190409,-154005.548939594,"Vekst","Vekst","Liten endring","Liten endring","pop_Vekst_bpc_Liten endring","pop_Vekst_bpc_Liten endring","g) Arealeffektiv vekst","g) Arealeffektiv vekst",0.886867382815786,0.99455941772678,1,33,912,8,5.2,0.946786326,2,0.053213674,67.4894973200058,7.64884832681443,6.69274228596263,135229.262689269,317940422.962801,"Drammen",0,"0"
3242,"Hurdal",303877.17391304,442183.695652174,618210.177865614,2648,2905,4000,0.138306521739134,0.17602648221344,257,1095,114.757240903716,152.214697298511,154.552544466404,0.421927400657496,1.14891046610501,1.29224671224573,0.0544509823613648,34153.8222054434,104152.699533691,168019.937972793,8006.54424064713,"Vekst","Vekst","Sterk økning","Liten endring","pop_Vekst_bpc_Sterk økning","pop_Vekst_bpc_Liten endring","h) Proporsjonal vekst","g) Arealeffektiv vekst",1.32640603851937,1.0153588793289,0,32,736,9.6,17.2,0.919468092,4,0.080531908,84.2217932970697,2.44604316546763,0.200035093876119,94828.7050447244,285072589.211084,"Hurdal",1,"1"
3303,"Kongsberg",6585221.73913036,10201108.6956522,14803146.6403162,22293,27879,32165,3.61588695652184,4.602037944664,5586,4286,295.394147899805,365.906549576821,460.225295828267,1.02155069764629,0.512039276190235,0.977783058467208,0.822428411054532,1847325.2747285,1768561.68179334,1767495.73708779,2834542.20757621,"Vekst","Vekst","Moderat økning","Moderat økning","pop_Vekst_bpc_Moderat økning","pop_Vekst_bpc_Moderat økning","i) Rask vekst i utbygd areal","i) Rask vekst i utbygd areal",1.23870615642979,1.25776730796573,0,33,848,11.2,-3.5,0.912789714,3,0.087210286,81.3413357878677,5.31213355356895,0.938102863483337,155534.464152732,794219385.681401,"Kongsberg",0,"0"
5620,"Nordkapp",1202713.04347826,1202713.04447826,1202713.04547826,3517,2947,2954,0,0,-570,7,341.97129470522,408.114368672637,407.147273350799,-0.800508950591228,0.00847350310111405,0.806968811938602,-0.0084727821901609,-212664.47512921,212664.47612921,2853.41270893219,-2853.4117089324,"Nedgang","Stabil","Moderat økning","Liten endring","pop_Nedgang_bpc_Moderat økning","pop_Stabil_bpc_Liten endring","b) Stillstand i utbygd areal","d) Stillstand i utbygd areal",1.19341703526441,0.997630332583038,1,56,525,-8.5,-0.6,0.906126125,6,0.093873875,0.226362925095141,0,0.0326631066412451,727976.921815138,928650305.14201,"Nordkapp",0,"0"
3116,"Skiptvet",1423389.13043476,2183576.08695651,3151086.75889328,3140,3846,4740,0.76018695652175,0.96751067193677,706,894,453.308640265847,567.752492708401,664.786236053435,0.92612977328046,0.749233846144182,1.02849094897863,0.565090532525381,360284.650759846,399902.305761904,551314.684599251,416195.987337518,"Vekst","Vekst","Moderat økning","Moderat økning","pop_Vekst_bpc_Moderat økning","pop_Vekst_bpc_Moderat økning","i) Rask vekst i utbygd areal","i) Rask vekst i utbygd areal",1.25246342618891,1.17090852896505,0,31,792,5.9,-1.8,0.88744856,3,0.11255144,52.401185770751,32.4407114624506,0.711462450592885,46725.9357126524,101241482.170161,"Skiptvet",0,"0"
5634,"Vardø",557002.173913044,633736.956521738,731399.407114624,2705,1897,2136,0.076734782608694,0.097662450592886,-808,239,205.915775938279,334.073250670394,342.415452769019,-1.59991868081149,0.424689367814168,2.22388150673138,0.0881262787078674,-210961.160626621,287695.943235315,80856.0136897214,16806.4369031645,"Nedgang","Vekst","Sterk økning","Liten endring","pop_Nedgang_bpc_Sterk økning","pop_Vekst_bpc_Liten endring","c) Nedgang-spredning","g) Arealeffektiv vekst",1.62237812595053,1.02497117647667,1,56,515,-9.2,-6.9,0.87914966,6,0.12085034,0.266664335175212,0.159124291809471,0.0760649087221095,200306.375276438,605111917.076974,"Vardø",0,"0"
4612,"Sveio",1244396.73913042,2137098.91304347,3273265.31620553,4623,5775,6092,0.89270217391305,1.13616640316206,1152,317,269.175154473377,370.060417843025,537.305534505176,1.01646954246604,0.191032873690911,1.45735362975103,1.34069570446373,367274.101325899,525428.072587151,142409.426915908,993756.976246153,"Vekst","Stabil","Sterk økning","Sterk økning","pop_Vekst_bpc_Sterk økning","pop_Stabil_bpc_Sterk økning","h) Proporsjonal vekst","f) Ekspansjon i utbygd areal",1.37479411339811,1.4519400308657,1,46,673,6.1,7.6,0.894439184,4,0.105560816,30.2949276718629,3.17655552287494,0.184496911682131,302437.844091009,247723129.178453,"Sveio",1,"1"
5630,"Berlevåg",738851.086956524,738851.087956524,738851.088956524,1236,906,926,0,0,-330,20,597.775960320812,815.508927104331,797.89534444549,-1.40188232606366,0.0780123016479894,1.42181449837788,-0.0779514850665519,-229484.451712727,229484.452712727,16132.7617323592,-16132.7607323593,"Nedgang","Stabil","Sterk økning","Liten endring","pop_Nedgang_bpc_Sterk økning","pop_Stabil_bpc_Liten endring","c) Nedgang-spredning","d) Stillstand i utbygd areal",1.36423841244246,0.978401729185991,1,56,426,-11.4,-6.4,0.86661981,6,0.13338019,1.05196380948861,0.0363383283137168,0.0301792896164767,304673.171750573,1128166438.22923,"Berlevåg",0,"0"
4030,"Nissedal",750824.999999992,1488922.82608696,2428320.05928854,1447,1414,1535,0.738097826086968,0.93939723320158,-33,121,518.883897719414,1052.98643994835,1581.96746533455,-0.104808129577727,0.293672566794601,3.26914278224171,1.46432828846943,-24871.3745019743,762969.200588942,157686.524649163,781710.708552417,"Stabil","Stabil","Sterk økning","Sterk økning","pop_Stabil_bpc_Sterk økning","pop_Stabil_bpc_Sterk økning","f) Ekspansjon i utbygd areal","f) Ekspansjon i utbygd areal",2.02932957560719,1.50236261866027,0,40,543,0.8,2,0.904478458,6,0.095521542,66.7487875205763,0.540230012041937,0.0198857673144271,165909.558823647,907488423.393234,"Nissedal",0,"0"
3425,"Engerdal",897202.173913048,897202.174913048,897202.175913048,1580,1253,1578,0,0,-327,325,567.849477160157,716.043236163646,568.569186256684,-1.0484836446487,0.827035291680689,1.05959331229415,-0.820251518164283,-208046.992722061,208046.993722061,206910.574307556,-206910.573307556,"Nedgang","Vekst","Sterk økning","Liten endring","pop_Nedgang_bpc_Sterk økning","pop_Vekst_bpc_Liten endring","c) Nedgang-spredning","g) Arealeffektiv vekst",1.26097366461375,0.794043093407201,0,34,421,-3.5,1.3,0.907091988,6,0.092908012,49.3680970981635,0.647837052819434,0.00409735310989101,277056.858524125,2196164040.56784,"Engerdal",0,"0"
4622,"Kvam",2819054.34782609,2819054.34882609,2819054.34982609,8592,8497,7812,0,0,-95,-685,328.102228564489,331.770548290701,360.862051949064,-0.0505253123226357,-0.299736130919714,0.0505508549123679,0.300637250649816,-31343.3136259032,31343.3146259038,-236947.589384612,236947.590384612,"Stabil","Stabil","Liten endring","Liten endring","pop_Stabil_bpc_Liten endring","pop_Stabil_bpc_Liten endring","d) Stillstand i utbygd areal","d) Stillstand i utbygd areal",1.01118041697632,1.08768561226499,1,46,674,-0.6,-2.1,0.945474229,4,0.054525771,31.0997375328084,2.14698162729659,0.263779527559055,249142.182487379,620070365.960071,"Kvam",0,"0"
1579,"Hustadvika",3507593.47826085,4177545.6521739,5030212.05533596,12198,13287,13391,0.66995217391305,0.85266640316206,1089,104,287.554802284051,314.408493427704,375.641255719211,0.389456918935926,0.0278493268632607,0.406640987170892,0.637528998112757,327759.840416293,342192.333496756,35792.3415584067,816874.061603653,"Vekst","Stabil","Moderat økning","Moderat økning","pop_Vekst_bpc_Moderat økning","pop_Stabil_bpc_Moderat økning","i) Rask vekst i utbygd areal","e) Moderat arealvekst",1.09338634211759,1.19475543304808,1,15,651,1.9,0.7,0.952091201,5,0.047908799,19.9325434408644,7.06167732957071,0.295726462686279,583629.203227893,523512739.986418,"Hustadvika",0,"0"
1832,"Hemnes",810626.086956528,810626.087956528,810626.088956528,4689,4420,4237,0,0,-269,-183,172.878244179255,183.399567410979,191.320766805883,-0.26818358003855,-0.150901116899316,0.268904744015286,0.151129176921017,-47891.4967037041,47891.497703704,-34276.6925783043,34276.6935783043,"Stabil","Stabil","Liten endring","Liten endring","pop_Stabil_bpc_Liten endring","pop_Stabil_bpc_Liten endring","d) Stillstand i utbygd areal","d) Stillstand i utbygd areal",1.06085972981548,1.04319093827061,1,18,567,-3.5,-7.2,0.930212169,5,0.069787831,33.1450071378451,1.24851798978925,0.103438263688935,320550.739991265,1588315197.40483,"Hemnes",0,"0"
4643,"Årdal",5205971.73913045,5205971.74013045,5205971.74113045,5797,5204,4441,0,0,-593,-763,898.045840802217,1000.37888934098,1172.25213716065,-0.489312500064343,-0.564642668302773,0.491718541224806,0.567848986659003,-561791.622447499,561791.623447499,-825395.869422616,825395.870422616,"Nedgang","Nedgang","Moderat økning","Moderat økning","pop_Nedgang_bpc_Moderat økning","pop_Nedgang_bpc_Moderat økning","b) Stillstand i utbygd areal","b) Stillstand i utbygd areal",1.11395080728546,1.17180815154236,1,46,592,-6.3,-8.9,0.789417234,5,0.210582766,21.5558594988899,0.138756739613067,0.156596891849033,201663.889043863,979343661.323374,"Årdal",1,"1"
5058,"Åfjord",3332641.30434779,4862523.91304345,6809647.23320158,4524,4252,4269,1.52988260869566,1.94712332015813,-272,17,736.658113251059,1143.58511595566,1595.13872878931,-0.281453618968597,0.014251541493282,2.01920446659511,1.19563605813837,-251099.723726791,1780982.33242245,23069.2047561764,1924054.11540195,"Stabil","Stabil","Sterk økning","Sterk økning","pop_Stabil_bpc_Sterk økning","pop_Stabil_bpc_Sterk økning","f) Ekspansjon i utbygd areal","f) Ekspansjon i utbygd areal",1.55239601028586,1.39485789604415,1,50,512,0.4,12.3,0.906562151,6,0.093437849,18.6218342295071,1.78410524418814,0.0377189269384385,914770.839474107,1330011285.32561,"Åfjord",0,"0"
3228,"Nes",4536870.65217389,6342016.30434782,8639474.40711461,16288,23898,30209,1.80514565217393,2.29745810276679,7610,6311,278.540683458613,265.378538134899,285.99008266128,1.75784471724338,0.840459048190279,-0.219789366943512,0.267499577961705,2066017.56897833,-260871.916804398,1741571.40414961,555886.698617183,"Vekst","Vekst","Liten endring","Liten endring","pop_Vekst_bpc_Liten endring","pop_Vekst_bpc_Liten endring","g) Arealeffektiv vekst","g) Arealeffektiv vekst",0.952746057917713,1.07766846811065,0,32,826,22.5,11.8,0.936586559,3,0.063413441,65.2490792184281,23.5829327673388,0.877083463387228,157226.525479444,640849304.172155,"Nes",1,"1"
