"kommunenummer","KomNavn","pop2000","pop2022","pop2034","pop2050","pop_change_2000_2022","pop_change_2022_2034","pop_change_2022_2050","km2_2000","km2_2022","km2_2034","km2_2050","km2_change_2000_2022","km2_change_2022_2034","km2_change_2022_2050"
1867,"Bø",3288,2565,2675,2630,-723,110,65,0.144860869565216,0.206686956521738,0.240410276679842,0.285374703557313,0.061826086956522,0.033723320158104,0.078687747035575
4215,"Lillesand",8816,11279,12322,13372,2463,1043,2093,6.03415760869558,8.90067717391298,10.4642333003952,12.5489748023715,2.8665195652174,1.56355612648222,3.64829762845852
1520,"Ørsta",10276,10833,10755,10531,557,-78,-302,2.69430652173913,2.64425869565217,2.61695988142292,2.58056146245059,-0.0500478260869603,-0.0272988142292498,-0.0636972332015797
1851,"Lødingen",2471,1976,2223,2167,-495,247,191,0.818197826086955,0.912697826086955,0.964243280632412,1.03297055335968,0.0945,0.051545454545457,0.120272727272725
4629,"Modalen",354,378,403,412,24,25,34,1.44779673913043,1.5884902173913,1.66523211462451,1.76755464426877,0.14069347826087,0.0767418972332099,0.17906442687747
3451,"Nord-Aurdal",6560,6354,6690,6541,-206,336,187,1.82097391304347,2.20241739130434,2.41047747035574,2.68789090909092,0.38144347826087,0.2080600790514,0.48547351778658
1134,"Suldal",4043,3784,3837,3681,-259,53,-103,3.12330326086956,3.44207934782608,3.61595721343874,3.84779436758893,0.31877608695652,0.17387786561266,0.40571501976285
4646,"Fjaler",2964,2901,2927,3069,-63,26,168,0.619953260869561,0.829907608695649,0.944428162055335,1.09712223320158,0.209954347826088,0.114520553359686,0.267214624505931
3324,"Gol",4390,4667,5373,5535,277,706,868,1.78113913043478,1.86018260869565,1.90329723320158,1.96078339920949,0.0790434782608702,0.04311462450593,0.10060079051384
1825,"Grane",1652,1461,1440,1416,-191,-21,-45,1.04939021739132,0.717427173913045,0.536356422924904,0.294928754940713,-0.331963043478275,-0.181070750988141,-0.422498418972332
4627,"Askøy",19727,29816,31186,32853,10089,1370,3037,8.84904456521735,10.9995554347826,12.1725613636364,13.7365692687747,2.15051086956525,1.1730059288538,2.7370138339921
4222,"Bykle",868,935,1248,1425,67,313,490,1.86925108695652,2.11109673913043,2.24301254940712,2.41890029644269,0.24184565217391,0.13191581027669,0.30780355731226
4024,"Hjartdal",1687,1562,1697,1632,-125,135,70,0.491204347826084,0.606326086956521,0.669119762845849,0.75284466403162,0.115121739130437,0.0627936758893279,0.146518577075099
3310,"Hole",4977,6859,7764,8570,1882,905,1711,1.94319782608695,2.56580217391304,2.90540454545454,3.35820770750988,0.62260434782609,0.3396023715415,0.79240553359684
1580,"Haram",8774,9424,9474,9685,650,50,261,1.733175,2.0753902173913,2.26205306324111,2.51093685770751,0.3422152173913,0.18666284584981,0.43554664031621
4641,"Aurland",1833,1766,2077,2263,-67,311,497,8.0748489130435,9.23755108695649,9.87175227272727,10.7173538537549,1.16270217391299,0.634201185770781,1.47980276679841
3911,"Færder",24106,27165,28790,30052,3059,1625,2887,11.5757902173912,14.6914532608695,16.3909058300395,18.6568425889328,3.1156630434783,1.69945256917,3.9653893280633
4202,"Grimstad",17821,24017,27308,29383,6196,3291,5366,8.13378913043471,11.5265934782608,13.3772140316206,15.8447081027668,3.39280434782609,1.8506205533598,4.318114624506
1108,"Sandnes",54016,81305,88719,93609,27289,7414,12304,17.6954282608694,23.4466239130435,26.5836397233202,30.7663274703557,5.7511956521741,3.1370158102767,7.3197035573122
1506,"Molde",28977,32002,34045,34602,3025,2043,2600,8.38337282608696,8.84747934782608,9.10062835968379,9.43816037549407,0.46410652173912,0.25314901185771,0.590681027667989
1853,"Evenes - Evenássi",1523,1334,1439,1467,-189,105,133,1.74849456521739,1.87639239130435,1.94615484189723,2.03917144268775,0.12789782608696,0.06976245059288,0.1627790513834
1818,"Herøy (Nordland)",1881,1825,1952,1982,-56,127,157,0.212536956521735,0.359628260869563,0.439859881422925,0.546835375494072,0.147091304347828,0.080231620553362,0.187207114624509
5061,"Rindal",2138,1980,1794,1636,-158,-186,-344,0.671028260869569,0.574336956521739,0.521596245059289,0.451275296442689,-0.09669130434783,-0.05274071146245,-0.12306166007905
4218,"Iveland",1128,1323,1527,1639,195,204,316,0.207802173913034,0.518067391304342,0.687302964426877,0.912950395256916,0.310265217391308,0.169235573122535,0.394883003952574
5516,"Gratangen - Rivtták",1345,1070,1083,1125,-275,13,55,0.355382608695651,0.42346956521739,0.46060790513834,0.510125691699605,0.068086956521739,0.03713833992095,0.086656126482215
3437,"Sel",6273,5531,5778,5359,-742,247,-172,3.50954021739131,3.58605978260869,3.62779772727273,3.6834483201581,0.0765195652173798,0.0417379446640402,0.0973885375494099
3450,"Etnedal",1401,1256,1494,1452,-145,238,196,0.257791304347823,0.382617391304347,0.450704347826087,0.54148695652174,0.124826086956524,0.06808695652174,0.158869565217393
5001,"Trondheim - Tråante",153734,210496,233140,250341,56762,22644,39845,33.627629347826,37.6304576086956,39.8138184782609,42.7249663043479,4.0028282608696,2.1833608695653,5.0945086956523
4632,"Austrheim",2527,2889,3057,3240,362,168,351,1.03013804347825,1.4922097826087,1.74424891304348,2.08030108695652,0.46207173913045,0.25203913043478,0.58809130434782
3205,"Lillestrøm",60105,89095,104241,113461,28990,15146,24366,18.2799586956521,22.6816239130434,25.0825322134388,28.2837432806324,4.4016652173913,2.4009083003954,5.602119367589
1824,"Vefsn",13553,13233,13195,12752,-320,-38,-481,1.83662608695653,1.72166086956522,1.65895256916996,1.57534150197628,-0.11496521739131,-0.06270830039526,-0.14631936758894
1845,"Sørfold - Fuolldá",2367,1869,1839,1793,-498,-30,-76,9.46383260869565,9.9834456521739,10.2668709486166,10.6447713438735,0.51961304347825,0.283425296442699,0.6613256916996
1528,"Sykkylven",7280,7558,7266,6868,278,-292,-690,1.77047608695652,1.77309782608695,1.77452786561265,1.77643458498024,0.00262173913043018,0.00143003952569987,0.00333675889328999
4219,"Evje og Hornnes",3346,3653,4287,4368,307,634,715,1.60104130434781,2.1752804347826,2.48850177865613,2.90613023715415,0.57423913043479,0.31322134387353,0.73084980237155
5007,"Namsos - Nåavmesjenjaelmie",14950,15001,14808,14250,51,-193,-751,2.4984,2.71760869565217,2.83717707509881,2.99660158102767,0.21920869565217,0.11956837944664,0.2789928853755
1130,"Strand",10122,13268,14231,14711,3146,963,1443,3.99880760869561,5.38388804347824,6.13938646245056,7.14671768774702,1.38508043478263,0.755498418972319,1.76282964426878
1578,"Fjord",3012,2491,2495,2510,-521,4,19,4.57925869565219,4.37855869565217,4.26908596837945,4.12312233201581,-0.200700000000021,-0.10947272727272,-0.25543636363636
3301,"Drammen",81602,102273,109675,115964,20671,7402,13691,23.901779347826,26.5674032608695,28.0213799407115,29.960015513834,2.6656239130435,1.453976679842,3.3926122529645
3242,"Hurdal",2648,2905,3576,4000,257,671,1095,0.30387717391304,0.442183695652174,0.51762361660079,0.618210177865614,0.138306521739134,0.075439920948616,0.17602648221344
3303,"Kongsberg",22293,27879,30362,32165,5586,2483,4286,6.58522173913036,10.2011086956522,12.1734106719367,14.8031466403162,3.61588695652184,1.9723019762845,4.602037944664
5620,"Nordkapp",3517,2947,3005,2954,-570,58,7,1.20271304347826,1.20099130434783,1.20005217391304,1.1988,-0.00172173913043006,-0.000939130434789881,-0.00219130434782988
3116,"Skiptvet",3140,3846,4332,4740,706,486,894,1.42338913043476,2.18357608695651,2.59822351778656,3.15108675889328,0.76018695652175,0.41464743083005,0.96751067193677
5634,"Vardø",2705,1897,2119,2136,-808,222,239,0.557002173913044,0.633736956521738,0.675592292490119,0.731399407114624,0.076734782608694,0.041855335968381,0.097662450592886
4612,"Sveio",4623,5775,5907,6092,1152,132,317,1.24439673913042,2.13709891304347,2.6240273715415,3.27326531620553,0.89270217391305,0.48692845849803,1.13616640316206
5630,"Berlevåg",1236,906,925,926,-330,19,20,0.738851086956524,0.692148913043479,0.666675,0.632709782608695,-0.046702173913045,-0.025473913043479,-0.059439130434784
4030,"Nissedal",1447,1414,1544,1535,-33,130,121,0.750824999999992,1.48892282608696,1.8915216403162,2.42832005928854,0.738097826086968,0.40259881422924,0.93939723320158
3425,"Engerdal",1580,1253,1579,1578,-327,326,325,0.897202173913048,0.787128260869565,0.727087944664031,0.64703418972332,-0.110073913043483,-0.060040316205534,-0.140094071146245
4622,"Kvam",8592,8497,8129,7812,-95,-368,-685,2.81905434782609,2.75718913043478,2.72344446640316,2.67845158102767,-0.0618652173913099,-0.0337446640316204,-0.0787375494071103
1579,"Hustadvika",12198,13287,13499,13391,1089,212,104,3.50759347826085,4.1775456521739,4.54297411067193,5.03021205533596,0.66995217391305,0.36542845849803,0.85266640316206
1832,"Hemnes",4689,4420,4409,4237,-269,-11,-183,0.810626086956528,0.605660869565217,0.493861660079051,0.344796047430829,-0.204965217391311,-0.111799209486166,-0.260864822134388
4643,"Årdal",5797,5204,4936,4441,-593,-268,-763,5.20597173913045,5.04228913043477,4.95300770750988,4.83396581027668,-0.16368260869568,-0.0892814229248895,-0.20832332015809
5058,"Åfjord",4524,4252,4375,4269,-272,123,17,3.33264130434779,4.86252391304345,5.69700533596838,6.80964723320158,1.52988260869566,0.83448142292493,1.94712332015813
3228,"Nes",16288,23898,27320,30209,7610,3422,6311,4.53687065217389,6.34201630434782,7.32664120553358,8.63947440711461,1.80514565217393,0.98462490118576,2.29745810276679
4020,"Midt-Telemark",9375,10539,11944,12795,1164,1405,2256,3.39580760869562,4.68087065217389,5.38181413043476,6.3164054347826,1.28506304347827,0.700943478260871,1.63553478260871
5614,"Loppa",1426,859,1000,1094,-567,141,235,0.191416304347827,0.152540217391305,0.131335079051384,0.103061561264823,-0.038876086956522,-0.021205138339921,-0.049478656126482
3416,"Eidskog",6409,6032,6095,6129,-377,63,97,2.06685,2.21182826086957,2.29090731225297,2.39634604743083,0.14497826086957,0.0790790513833999,0.18451778656126
3403,"Hamar",26545,31999,35832,38063,5454,3833,6064,7.52110434782605,9.04914782608697,9.88262608695653,10.9939304347826,1.52804347826092,0.833478260869558,1.94478260869563
1515,"Herøy (Møre og Romsdal)",8390,8765,8824,8518,375,59,-247,2.71250217391304,2.75104565217391,2.77206936758893,2.80010098814229,0.0385434782608698,0.0210237154150201,0.0490553359683799
5029,"Skaun",5843,8360,9065,9947,2517,705,1587,1.51452391304348,1.7297804347826,1.84719308300395,2.00374328063241,0.21525652173912,0.11741264822135,0.27396284584981
1840,"Saltdal",4887,4617,5039,4749,-270,422,132,4.19251304347826,4.39849565217391,4.51084980237154,4.66065533596838,0.20598260869565,0.11235415019763,0.26215968379447
3220,"Enebakk",8680,11249,12207,13266,2569,958,2017,2.07039130434779,3.70541739130434,4.59724980237154,5.78635968379447,1.63502608695655,0.8918324110672,2.08094229249013
4212,"Vegårshei",1838,2131,2584,2680,293,453,549,0.275752173913034,0.657039130434782,0.865013833992089,1.14231343873517,0.381286956521748,0.207974703557307,0.485274308300388
3405,"Lillehammer",24724,28425,30668,32314,3701,2243,3889,6.86287173913043,7.04345869565217,7.14196067193676,7.27329664031621,0.18058695652174,0.0985019762845898,0.22983794466404
3230,"Gjerdrum",4554,6989,8303,9468,2435,1314,2479,1.22822608695651,1.99643478260869,2.41545770750988,2.97415494071147,0.76820869565218,0.41902292490119,0.97772015810278
3236,"Jevnaker",5995,6908,7644,8358,913,736,1450,1.42292934782608,1.98846195652174,2.29693428853754,2.70823073122529,0.56553260869566,0.3084723320158,0.71976877470355
5607,"Vadsø",6130,5568,5860,5573,-562,292,5,1.52636086956522,1.67599565217391,1.75761462450593,1.86643992094862,0.14963478260869,0.08161897233202,0.19044426877471
3436,"Nord-Fron",5953,5628,5325,5033,-325,-303,-595,1.73823260869563,2.65087173913042,3.14867490118577,3.81241245059289,0.91263913043479,0.49780316205535,1.16154071146247
1573,"Smøla",2432,2120,2202,2162,-312,82,42,0.942436956521735,1.17522391304347,1.30219861660079,1.47149822134387,0.232786956521735,0.12697470355732,0.2962743083004
1535,"Vestnes",6530,6936,7220,7079,406,284,143,1.80768913043478,1.91698043478261,1.97659387351779,2.05607845849802,0.10929130434783,0.0596134387351799,0.13909802371541
1539,"Rauma",7415,7019,7503,7290,-396,484,271,6.74793586956524,6.56525543478261,6.46561156126482,6.33275306324111,-0.18268043478263,-0.09964387351779,-0.2325023715415
5020,"Osen",1194,904,899,867,-290,-5,-37,0.387586956521738,0.446047826086956,0.47793557312253,0.520452569169961,0.058460869565218,0.031887747035574,0.074404743083005
1822,"Leirfjord",2242,2257,2515,2550,15,258,293,0.19176847826087,0.183570652173913,0.179099110671937,0.173137055335968,-0.00819782608695702,-0.00447154150197598,-0.010433596837945
1834,"Lurøy",2107,1869,1935,1940,-238,66,71,0.135821739130433,0.220108695652173,0.266083399209485,0.327383003952567,0.08428695652174,0.045974703557312,0.107274308300394
4001,"Porsgrunn",32892,36624,38808,40193,3732,2184,3569,12.6007728260869,16.0635228260869,17.9522955533597,20.4706591897233,3.46275,1.8887727272728,4.4071363636364
5059,"Orkland",17920,18502,19034,19459,582,532,957,6.48808043478261,7.04979782608695,7.35618913043479,7.76471086956522,0.56171739130434,0.30639130434784,0.71491304347827
5006,"Steinkjer",23192,24004,23600,23004,812,-404,-1000,4.03370217391303,5.04283695652173,5.59327411067194,6.32719031620553,1.0091347826087,0.55043715415021,1.2843533596838
5501,"Tromsø",59145,77544,82471,85028,18399,4927,7484,22.3208021739131,23.5765369565217,24.261483201581,25.1747448616601,1.2557347826086,0.684946245059301,1.5982079051384
3905,"Tønsberg",42652,57794,62854,66892,15142,5060,9098,23.3688326086955,28.6884195652173,31.5900124505928,35.4588029644269,5.3195869565218,2.9015928853755,6.7703833992096
3446,"Gran",12877,13633,13638,13973,756,5,340,2.68098260869561,4.1508,4.95251857707509,6.02147667984189,1.46981739130439,0.80171857707509,1.87067667984189
3435,"Vågå",3818,3591,3324,3063,-227,-267,-528,4.20316630434782,5.26984239130431,5.85166571146246,6.62743013833993,1.06667608695649,0.58182332015815,1.35758774703562
4637,"Hyllestad",1554,1290,1284,1294,-264,-6,4,0.586056521739131,0.575804347826086,0.570212252964427,0.562756126482213,-0.010252173913045,-0.00559209486165901,-0.0130482213438731
5605,"Sør-Varanger",9532,9925,10443,10397,393,518,472,6.72635543478259,7.63130543478259,8.1249145256917,8.78305998023715,0.904949999999999,0.493609090909111,1.15175454545456
4216,"Birkenes",4290,5342,5863,6251,1052,521,909,1.58448913043476,2.57084999999999,3.10886501976285,3.82621837944665,0.98636086956523,0.53801501976286,1.25536837944666
1812,"Sømna",2116,1981,1948,1891,-135,-33,-90,0.144029347826087,0.178248913043478,0.196914130434783,0.221801086956522,0.034219565217391,0.018665217391305,0.043552173913044
5042,"Lierne",1565,1309,1226,1109,-256,-83,-200,0.384114130434785,0.290885869565217,0.240034090909091,0.17223171936759,-0.093228260869568,-0.050851778656126,-0.118654150197627
4205,"Lindesnes",19909,23147,24206,24610,3238,1059,1463,12.58245,15.7489239130435,17.4760915019763,19.7789816205533,3.1664739130435,1.7271675889328,4.0300577075098
4012,"Bamble",14142,14056,14346,14244,-86,290,188,5.69542499999989,9.13101847826084,11.0049785573123,13.5035919960475,3.43559347826095,1.87396007905146,4.37257351778666
5528,"Dyrøy",1337,1068,1051,1011,-269,-17,-57,0.245465217391305,0.251726086956521,0.255141106719368,0.259694466403162,0.00626086956521599,0.00341501976284703,0.00796837944664103
301,"Oslo",507467,699827,769345,817225,192360,69518,117398,73.182179347826,79.3232902173913,82.672987055336,87.1392495059288,6.14111086956531,3.34969683794469,7.8159592885375
1516,"Ulstein",6541,8557,9352,9708,2016,795,1151,2.14952282608694,2.48547717391304,2.668725,2.91305543478261,0.3359543478261,0.18324782608696,0.42757826086957
3448,"Nordre Land",6950,6577,6322,6187,-373,-255,-390,1.59985760869565,1.52118586956522,1.47827401185771,1.42105820158103,-0.0786717391304299,-0.04291185770751,-0.10012766798419
4207,"Flekkefjord",8851,9048,9192,9076,197,144,28,3.30482934782608,3.83639673913043,4.12634258893281,4.51293705533597,0.53156739130435,0.28994584980238,0.67654031620554
4649,"Stad",8846,9527,9657,9579,681,130,52,2.63891739130435,2.28979565217391,2.09936561264822,1.84545889328063,-0.34912173913044,-0.19043003952569,-0.44433675889328
5037,"Levanger - Levangke",17501,20171,21262,21670,2670,1091,1499,4.80889565217391,5.2888695652174,5.55067351778656,5.89974545454545,0.47997391304349,0.26180395256916,0.61087588932805
1839,"Beiarn",1311,1012,1087,1018,-299,75,6,0.734576086956537,0.202910869565216,0,0,-0.531665217391321,-0.202910869565216,-0.202910869565216
5038,"Verdal",13644,14955,15257,14986,1311,302,31,3.8031358695652,4.33403804347826,4.62362104743083,5.00973171936759,0.53090217391306,0.28958300395257,0.67569367588933
3452,"Vestre Slidre",2282,2111,2165,2177,-171,54,66,0.504733695652173,0.597570652173913,0.648208992094862,0.715726778656127,0.0928369565217401,0.050638339920949,0.118156126482214
5033,"Tydal",949,750,802,791,-199,52,41,0.377775000000002,0.334946739130435,0.311585869565217,0.28043804347826,-0.042828260869567,-0.023360869565218,-0.054508695652175
1868,"Øksnes",4758,4458,4597,4457,-300,139,-1,0.489599999999994,0.657156521739127,0.748550988142293,0.870410276679845,0.167556521739133,0.0913944664031661,0.213253754940718
3118,"Indre Østfold",36944,45608,50311,54053,8664,4703,8445,15.775708695652,22.8108913043478,26.6482636363637,31.7647600790514,7.0351826086958,3.8373723320159,8.9538687747036
5546,"Kvænangen",1435,1159,1247,1245,-276,88,86,0.67919673913044,0.49502934782609,0.394574407114623,0.260634486166006,-0.18416739130435,-0.100454940711467,-0.234394861660084
3433,"Skjåk",2386,2151,1968,1767,-235,-183,-384,8.74237500000004,7.97759021739128,7.56043488142292,7.00422776679842,-0.76478478260876,-0.41715533596836,-0.973362450592861
3453,"Øystre Slidre",3060,3252,3400,3396,192,148,144,1.07672282608695,1.319625,1.45211709486166,1.62877322134387,0.24290217391305,0.13249209486166,0.30914822134387
5022,"Rennebu",2700,2443,2445,2396,-257,2,-47,0.605915217391303,0.708241304347824,0.764055533596838,0.838474505928853,0.102326086956521,0.055814229249014,0.130233201581029
4619,"Eidfjord",1037,937,1002,987,-100,65,50,1.7903054347826,2.3554858695652,2.66376610671936,3.0748064229249,0.5651804347826,0.30828023715416,0.7193205533597
3418,"Åsnes",8112,7211,7406,7282,-901,195,71,1.69971847826086,2.11393369565218,2.3398692687747,2.64111669960474,0.41421521739132,0.22593557312252,0.52718300395256
4016,"Drangedal",4175,4093,3935,3824,-82,-158,-269,0.881951086956491,1.77359673913043,2.25994891304347,2.90841847826087,0.891645652173939,0.48635217391304,1.13482173913044
3238,"Nannestad",8967,15074,19362,22404,6107,4288,7330,2.60279021739126,3.80074891304346,4.45418092885375,5.32542361660079,1.1979586956522,0.65343201581029,1.52467470355733
1111,"Sokndal",3358,3281,3182,2993,-77,-99,-288,3.77317173913033,6.51961956521734,8.01768201581025,10.0150986166008,2.74644782608701,1.49806245059291,3.49547905138346
3332,"Sigdal",3556,3492,3565,3582,-64,73,90,1.20922826086956,1.39255434782608,1.49255039525692,1.62587845849802,0.18332608695652,0.0999960474308399,0.23332411067194
4624,"Bjørnafjorden",17580,25213,28049,30340,7633,2836,5127,6.17376521739129,8.09976521739128,9.15031067193677,10.551037944664,1.92599999999999,1.05054545454549,2.45127272727272
3413,"Stange",17928,21156,23143,24529,3228,1987,3373,4.29080869565212,7.61243478260872,9.42423083003957,11.8399588932807,3.3216260869566,1.81179604743085,4.22752411067198
1857,"Værøy",775,678,661,650,-97,-17,-28,0.106972826086956,0.137827173913043,0.154656818181818,0.177096343873518,0.030854347826087,0.016829644268775,0.039269169960475
1827,"Dønna",1582,1369,1437,1378,-213,68,9,0.0461152173913035,0.0747195652173911,0.0903219367588933,0.111125098814229,0.0286043478260876,0.0156023715415022,0.0364055335968379
1151,"Utsira",256,188,272,305,-68,84,117,0,0,0,0,0,0,0
1145,"Bokn",786,855,914,920,69,59,65,0.581468478260867,0.721653260869564,0.798117687747034,0.900070256916995,0.140184782608697,0.0764644268774699,0.178416996047431
1103,"Stavanger",114794,144699,156281,161063,29905,11582,16364,30.449054347826,33.5276413043478,35.2068705533597,37.4458428853755,3.0785869565218,1.6792292490119,3.9182015810277
5632,"Båtsfjord",2470,2165,2111,2076,-305,-54,-89,0.637336956521738,0.638315217391304,0.638848814229249,0.639560276679842,0.000978260869565983,0.000533596837944961,0.00124505928853802
4638,"Høyanger",4677,3965,3601,3325,-712,-364,-640,1.88779891304349,1.47217500000001,1.24547104743083,0.943199110671934,-0.41562391304348,-0.22670395256918,-0.528975889328076
5041,"Snåase - Snåsa",2397,2033,2138,1996,-364,105,-37,0.361398913043478,0.294583695652174,0.258139031620554,0.209546146245059,-0.066815217391304,-0.03644466403162,-0.085037549407115
5626,"Gamvik",1288,1057,1245,1366,-231,188,309,0.401761956521742,0.307751086956523,0.256472430830039,0.188100889328063,-0.094010869565219,-0.051278656126484,-0.11965019762846
4615,"Fitjar",2992,3117,3217,3193,125,100,76,1.06057173913042,1.93995,2.41961086956522,3.05915869565218,0.87937826086958,0.47966086956522,1.11920869565218
3429,"Folldal",1814,1530,1490,1445,-284,-40,-85,1.68700108695653,1.59932934782609,1.55150839920949,1.48774713438735,-0.08767173913044,-0.0478209486165999,-0.11158221343874
4635,"Gulen",2489,2230,2285,2304,-259,55,74,1.86881086956518,3.44705869565215,4.30792114624508,5.45573774703557,1.57824782608697,0.860862450592931,2.00867905138342
3326,"Hemsedal",1958,2611,3086,3475,653,475,864,1.50211956521738,1.88446304347826,2.09301403162056,2.37108201581028,0.38234347826088,0.2085509881423,0.48661897233202
1856,"Røst",666,469,451,429,-197,-18,-40,0.142219565217391,0.179667391304347,0.200093478260869,0.227328260869565,0.037447826086956,0.020426086956522,0.047660869565218
1149,"Karmøy",36971,42541,43549,43353,5570,1008,812,14.0637228260869,18.2883032608696,20.5926198616601,23.6650419960474,4.2245804347827,2.3043166007905,5.3767387351778
3907,"Sandefjord",53552,64943,69566,73640,11391,4623,8697,21.2032663043477,28.3540206521739,32.2544321146246,37.4549807312253,7.1507543478262,3.9004114624507,9.1009600790514
4228,"Sirdal",1734,1810,1923,1912,76,113,102,0.738215217391286,1.52078478260869,1.94764090909091,2.51678241106718,0.782569565217404,0.42685612648222,0.99599762845849
1112,"Lund",3096,3178,3240,3224,82,62,46,0.951857608695647,1.3598902173913,1.58245345849803,1.87920444664032,0.408032608695653,0.22256324110673,0.51931422924902
5520,"Bardu",3889,3993,4352,4448,104,359,455,4.25534673913043,4.50525326086956,4.64156590909091,4.82331610671937,0.24990652173913,0.13631264822135,0.31806284584981
5014,"Frøya",4115,5265,6267,6980,1150,1002,1715,8.44467065217387,10.2880858695652,11.2935850790514,12.6342506916996,1.84341521739133,1.0054992094862,2.3461648221344
1811,"Bindal",1921,1406,1327,1209,-515,-79,-197,0.435991304347827,0.422608695652173,0.415309090909091,0.40557628458498,-0.013382608695654,-0.007299604743082,-0.017032411067193
1554,"Averøy",5409,5828,6249,6417,419,421,589,1.40885217391303,1.95777391304348,2.25718577075099,2.65640158102767,0.54892173913045,0.29941185770751,0.69862766798419
4217,"Åmli",1862,1801,1882,1942,-61,81,141,0.675342391304341,1.06439673913043,1.27660820158102,1.55955681818182,0.389054347826089,0.21221146245059,0.49516007905139
1101,"Eigersund",13288,14860,15196,14857,1572,336,-3,8.718427173913,10.5063554347826,11.4815890316206,12.7819004940712,1.7879282608696,0.975233596838001,2.2755450592886
4032,"Fyresdal",1353,1198,1297,1313,-155,99,115,0.758161956521736,1.04277717391304,1.19802183794466,1.40501472332016,0.284615217391304,0.15524466403162,0.36223754940712
4203,"Arendal",39446,45509,47432,48284,6063,1923,2775,12.0070271739129,17.6834249999999,20.7796419960474,24.9079313241108,5.676397826087,3.0962169960475,7.2245063241109
3112,"Råde",6217,7633,8645,9594,1416,1012,1961,5.20212717391297,7.11887282608691,8.16437045454546,9.55836729249013,1.91674565217394,1.04549762845855,2.43949446640322
5044,"Namsskogan",989,818,880,920,-171,62,102,0.642091304347833,0.44925652173913,0.344073913043479,0.203830434782611,-0.192834782608703,-0.105182608695651,-0.245426086956519
4616,"Tysnes",2843,2883,2966,2993,40,83,110,0.683334782608686,0.928682608695645,1.06250869565217,1.24094347826087,0.245347826086959,0.133826086956525,0.312260869565225
3421,"Trysil",7069,6603,6273,6094,-466,-330,-509,2.18737173913043,2.48621086956521,2.64921403162055,2.86655158102767,0.29883913043478,0.16300316205534,0.38034071146246
3440,"Øyer",4859,5082,5273,5436,223,191,354,1.80251413043477,2.30140760869565,2.57353132411067,2.93636294466403,0.49889347826088,0.27212371541502,0.63495533596838
5510,"Kvæfjord",3287,2789,3116,3156,-498,327,367,0.590292391304348,0.647481521739128,0.678675592885375,0.720267687747035,0.05718913043478,0.0311940711462471,0.072786166007907
5032,"Selbu",3926,4090,4338,4481,164,248,391,0.883848913043476,1.10209891304347,1.22114436758893,1.37987164031621,0.218249999999994,0.11904545454546,0.27777272727274
3110,"Hvaler",3494,4741,5443,6101,1247,702,1360,7.91032499999996,9.34885760869564,10.1335117588933,11.1797172924901,1.43853260869568,0.78465415019766,1.83085968379446
4634,"Masfjorden",1774,1629,1766,1765,-145,137,136,0.774176086956521,0.922363043478262,1.00319229249012,1.11096462450593,0.148186956521741,0.080829249011858,0.188601581027668
3441,"Gausdal",6186,6079,6092,6021,-107,13,-58,1.10608043478261,1.24980652173913,1.32820256916996,1.43273063241107,0.14372608695652,0.0783960474308298,0.18292411067194
3312,"Lier",21308,27584,31159,34197,6276,3575,6613,9.96909456521735,11.6456184782608,12.5600860671937,13.7793761857708,1.67652391304345,0.914467588932899,2.13375770751
3316,"Modum",12366,14273,15419,16382,1907,1146,2109,4.35178369565216,6.01504239130435,6.92227440711461,8.13191709486165,1.66325869565219,0.90723201581026,2.1168747035573
4213,"Tvedestrand",5967,6115,6788,7077,148,673,962,1.87645108695648,3.37931413043475,4.19905760869561,5.29204891304345,1.50286304347827,0.81974347826086,1.9127347826087
5536,"Lyngen",3225,2729,2661,2499,-496,-68,-230,2.65647717391305,2.16220108695651,1.8925959486166,1.53312243083004,-0.49427608695654,-0.26960513833991,-0.62907865612647
1833,"Rana - Raane",25255,26092,25077,24114,837,-1015,-1978,5.08649673913042,5.51519021739129,5.74902302371541,6.06080009881423,0.42869347826087,0.23383280632412,0.54560988142294
4626,"Øygarden",26961,39032,42088,44821,12071,3056,5789,16.4157065217391,19.3877804347826,21.0089116600791,23.1704199604743,2.9720739130435,1.6211312252965,3.7826395256917
5522,"Salangen",2346,2087,2026,1977,-259,-61,-110,0.647755434782607,0.73628804347826,0.784578557312253,0.848965909090909,0.088532608695653,0.048290513833993,0.112677865612649
3314,"Øvre Eiker",15058,20044,23104,25722,4986,3060,5678,6.28867173913039,8.86231956521738,10.2661274703558,12.1378713438735,2.57364782608699,1.40380790513842,3.27555177865612
1511,"Vanylven",3584,3045,2871,2585,-539,-174,-460,1.17538043478261,1.13167173913043,1.10783063241107,1.07604249011858,-0.0437086956521799,-0.02384110671936,-0.05562924901185
5026,"Holtålen",2239,1953,2007,1952,-286,54,-1,0.478232608695652,0.373167391304346,0.315859090909091,0.239448023715415,-0.105065217391306,-0.057308300395255,-0.133719367588931
3432,"Lesja",2303,1986,1836,1707,-317,-150,-279,8.01156521739132,8.0419304347826,8.05849328063241,8.08057707509881,0.0303652173912798,0.0165628458498102,0.0386466403162107
3338,"Nore og Uvdal",2764,2455,2431,2370,-309,-24,-85,0.776611956521739,0.813179347826086,0.833125197628458,0.85971966403162,0.0365673913043471,0.019945849802372,0.046540316205534
1517,"Hareid",4748,5126,5608,5629,378,482,503,1.15242065217391,1.20268369565217,1.23009990118577,1.26665484189723,0.05026304347826,0.0274162055336,0.0639711462450601
