"kommunenummer","KomNavn","km2_2000","km2_2001","km2_2002","km2_2003","km2_2004","km2_2005","km2_2006","km2_2007","km2_2008","km2_2009","km2_2010","km2_2011","km2_2012","km2_2013","km2_2014","km2_2015","km2_2016","km2_2017","km2_2018","km2_2019","km2_2020","km2_2021","km2_2022","km2_2023","km2_2024","km2_2025","km2_2026","km2_2027","km2_2028","km2_2029","km2_2030","km2_2031","km2_2032","km2_2033","km2_2034","km2_2035","km2_2036","km2_2037","km2_2038","km2_2039","km2_2040","km2_2041","km2_2042","km2_2043","km2_2044","km2_2045","km2_2046","km2_2047","km2_2048","km2_2049","km2_2050"
4632,"Austrheim",1.0917,1.0476,1.1106,1.1295,1.1763,1.1061,1.0728,1.044,1.0845,1.1781,1.2546,1.2825,1.3509,1.3806,1.3842,1.332,1.3599,1.4049,1.3878,1.4121,1.4472,1.4715,1.4976,1.51321304347826,1.53421630434783,1.55521956521739,1.57622282608695,1.59722608695652,1.61822934782608,1.63923260869565,1.66023586956522,1.68123913043478,1.70224239130435,1.72324565217391,1.74424891304348,1.76525217391304,1.7862554347826,1.80725869565217,1.82826195652174,1.8492652173913,1.87026847826087,1.89127173913043,1.912275,1.93327826086956,1.95428152173913,1.97528478260869,1.99628804347826,2.01729130434783,2.03829456521739,2.05929782608695,2.08030108695652
3205,"Lillestrøm",18.3447,19.2132,18.8739,18.7704,18.6984,19.1529,19.7955,19.5543,19.4319,20.277,20.0709,20.3553,20.448,20.7738,20.9817,21.006,20.8413,22.257,22.2399,21.6414,22.7223,23.3667,22.2417,22.8816996047431,23.0817752964427,23.2818509881423,23.4819266798419,23.6820023715415,23.8820780632411,24.0821537549407,24.2822294466403,24.4823051383399,24.6823808300395,24.8824565217391,25.0825322134388,25.2826079051383,25.4826835968379,25.6827592885375,25.8828349802372,26.0829106719368,26.2829863636364,26.4830620553359,26.6831377470356,26.8832134387352,27.0832891304348,27.2833648221344,27.483440513834,27.6835162055336,27.8835918972332,28.0836675889328,28.2837432806324
1824,"Vefsn",1.7145,2.1834,1.9359,1.7217,1.6425,1.6956,1.9278,2.1294,1.9557,1.9125,1.7874,1.8189,1.6515,1.4643,1.3086,1.4049,1.3644,1.5615,1.8225,2.142,1.9854,1.8585,1.9314,1.71643517786561,1.71120948616601,1.7059837944664,1.7007581027668,1.69553241106719,1.69030671936759,1.68508102766798,1.67985533596838,1.67462964426877,1.66940395256917,1.66417826086957,1.65895256916996,1.65372687747036,1.64850118577075,1.64327549407115,1.63804980237154,1.63282411067194,1.62759841897233,1.62237272727273,1.61714703557312,1.61192134387352,1.60669565217391,1.60146996047431,1.5962442687747,1.5910185770751,1.58579288537549,1.58056719367589,1.57534150197628
1845,"Sørfold - Fuolldá",8.7165,8.9559,9.2403,9.0126,9.5373,10.2348,10.0458,10.0035,9.1926,10.683,10.7676,11.3481,9.4896,9.4671,9.0999,8.9037,8.9883,10.0638,10.0557,10.4679,10.593,9.9459,8.8308,10.0070644268775,10.030683201581,10.0543019762846,10.0779207509881,10.1015395256917,10.1251583003953,10.1487770750988,10.1723958498024,10.1960146245059,10.2196333992095,10.243252173913,10.2668709486166,10.2904897233202,10.3141084980237,10.3377272727273,10.3613460474308,10.3849648221344,10.4085835968379,10.4322023715415,10.4558211462451,10.4794399209486,10.5030586956522,10.5266774703557,10.5502962450593,10.5739150197629,10.5975337944664,10.62115256917,10.6447713438735
1528,"Sykkylven",1.6272,1.5867,1.7703,1.7991,1.8261,1.8117,1.7793,1.8378,1.8369,1.8558,1.8819,1.9179,1.7631,1.827,1.7766,1.6947,1.656,1.7613,1.7154,1.7334,1.7307,1.7919,1.7703,1.77321699604743,1.77333616600791,1.77345533596838,1.77357450592885,1.77369367588933,1.7738128458498,1.77393201581028,1.77405118577075,1.77417035573123,1.7742895256917,1.77440869565217,1.77452786561265,1.77464703557312,1.7747662055336,1.77488537549407,1.77500454545455,1.77512371541502,1.77524288537549,1.77536205533597,1.77548122529644,1.77560039525692,1.77571956521739,1.77583873517787,1.77595790513834,1.77607707509881,1.77619624505929,1.77631541501976,1.77643458498024
4219,"Evje og Hornnes",1.6119,1.6407,1.6452,1.6866,1.6776,1.7874,1.7325,1.8243,1.6983,1.7712,1.7928,1.8585,1.9611,2.0196,2.0079,2.0214,2.088,2.0844,2.1546,2.1006,2.0313,2.0646,2.1672,2.20138221343874,2.22748399209486,2.25358577075099,2.27968754940711,2.30578932806324,2.33189110671937,2.3579928853755,2.38409466403162,2.41019644268775,2.43629822134387,2.4624,2.48850177865613,2.51460355731225,2.54070533596838,2.56680711462451,2.59290889328064,2.61901067193676,2.64511245059289,2.67121422924901,2.69731600790514,2.72341778656126,2.7495195652174,2.77562134387352,2.80172312252965,2.82782490118577,2.8539266798419,2.88002845849802,2.90613023715415
5007,"Namsos - Nåavmesjenjaelmie",2.4021,2.4669,2.5497,2.5101,2.5722,2.5047,2.556,2.61,2.6604,2.6388,2.6577,2.5974,2.6226,2.5812,2.6586,2.7207,2.7261,2.5857,2.5731,2.6307,2.7432,2.7387,2.6775,2.72757272727272,2.73753675889328,2.74750079051383,2.75746482213439,2.76742885375494,2.77739288537549,2.78735691699604,2.7973209486166,2.80728498023715,2.81724901185771,2.82721304347826,2.83717707509881,2.84714110671937,2.85710513833992,2.86706916996047,2.87703320158103,2.88699723320158,2.89696126482213,2.90692529644269,2.91688932806324,2.92685335968379,2.93681739130435,2.9467814229249,2.95674545454545,2.96670948616601,2.97667351778656,2.98663754940711,2.99660158102767
1130,"Strand",3.9213,3.9816,4.0113,4.1004,4.0338,4.2489,4.2921,4.1868,4.4892,4.7475,4.9698,4.9122,4.8654,5.2362,5.2821,5.0859,5.1525,4.8843,5.2938,5.2686,4.824,5.0247,5.0886,5.44684624505925,5.50980444664028,5.57276264822131,5.63572084980235,5.69867905138338,5.76163725296441,5.82459545454544,5.88755365612647,5.9505118577075,6.01347005928853,6.07642826086953,6.13938646245056,6.20234466403159,6.26530286561262,6.32826106719365,6.39121926877468,6.45417747035571,6.51713567193674,6.58009387351777,6.6430520750988,6.70601027667981,6.76896847826084,6.83192667984187,6.8948848814229,6.95784308300393,7.02080128458496,7.08375948616599,7.14671768774702
1578,"Fjord",3.9717,4.203,4.4136,4.7088,4.7781,4.7466,4.5963,4.8537,4.4388,4.5837,4.7709,5.0976,4.5963,4.4226,4.2687,4.1706,4.1958,4.4703,4.4964,4.4595,4.3533,4.2093,4.2093,4.36943596837945,4.36031324110672,4.35119051383399,4.34206778656126,4.33294505928854,4.32382233201581,4.31469960474308,4.30557687747035,4.29645415019762,4.2873314229249,4.27820869565217,4.26908596837945,4.25996324110672,4.25084051383399,4.24171778656126,4.23259505928854,4.22347233201581,4.21434960474308,4.20522687747035,4.19610415019763,4.1869814229249,4.17785869565217,4.16873596837945,4.15961324110672,4.15049051383399,4.14136778656126,4.13224505928854,4.12312233201581
3301,"Drammen",23.8293,24.3126,23.6286,24.1506,24.3297,24.4881,25.0974,25.1658,25.7697,25.6194,24.849,25.038,24.6051,24.9363,24.9858,25.5492,25.6122,26.1549,25.9956,25.812,26.4105,26.883,27.1728,26.6885679841898,26.8097327075099,26.93089743083,27.0520621541502,27.1732268774704,27.2943916007905,27.4155563241107,27.5367210474309,27.657885770751,27.7790504940711,27.9002152173913,28.0213799407115,28.1425446640316,28.2637093873518,28.384874110672,28.5060388339921,28.6272035573122,28.7483682806324,28.8695330039526,28.9906977272727,29.1118624505929,29.2330271739131,29.3541918972332,29.4753566205533,29.5965213438735,29.7176860671937,29.8388507905138,29.960015513834
3242,"Hurdal",0.3627,0.3582,0.2988,0.2979,0.2619,0.324,0.333,0.3249,0.324,0.3807,0.3663,0.3825,0.3744,0.3879,0.4437,0.423,0.4158,0.4032,0.387,0.4203,0.4284,0.4428,0.4383,0.448470355731226,0.454757015810277,0.461043675889329,0.46733033596838,0.473616996047431,0.479903656126484,0.486190316205534,0.492476976284585,0.498763636363638,0.505050296442689,0.511336956521739,0.51762361660079,0.523910276679843,0.530196936758894,0.536483596837945,0.542770256916997,0.549056916996048,0.555343577075099,0.561630237154151,0.567916897233202,0.574203557312253,0.580490217391305,0.586776877470356,0.593063537549407,0.59935019762846,0.605636857707511,0.611923517786561,0.618210177865614
3303,"Kongsberg",6.6492,6.8751,7.029,7.3971,7.5114,7.4214,7.7445,7.911,7.6599,7.6761,7.974,7.7607,7.8129,8.2593,8.7498,9.2223,9.5103,9.9414,10.1295,9.8145,9.8496,9.8793,10.2645,10.3654671936759,10.5298256916996,10.6941841897233,10.858542687747,11.0229011857707,11.1872596837944,11.3516181818182,11.5159766798419,11.6803351778656,11.8446936758893,12.009052173913,12.1734106719367,12.3377691699604,12.5021276679841,12.6664861660079,12.8308446640316,12.9952031620553,13.159561660079,13.3239201581028,13.4882786561265,13.6526371541502,13.8169956521739,13.9813541501976,14.1457126482213,14.310071146245,14.4744296442687,14.6387881422925,14.8031466403162
5620,"Nordkapp",1.1871,1.2231,1.1205,1.2123,1.2843,1.3455,1.2591,1.1205,1.1115,1.1124,1.1691,1.1124,1.2033,1.2384,1.2231,1.2465,1.3086,1.2438,1.2555,1.1691,1.089,1.2042,1.2033,1.20091304347826,1.2008347826087,1.20075652173913,1.20067826086957,1.2006,1.20052173913043,1.20044347826087,1.2003652173913,1.20028695652174,1.20020869565217,1.20013043478261,1.20005217391304,1.19997391304348,1.19989565217391,1.19981739130435,1.19973913043478,1.19966086956522,1.19958260869565,1.19950434782609,1.19942608695652,1.19934782608696,1.19926956521739,1.19919130434783,1.19911304347826,1.1990347826087,1.19895652173913,1.19887826086957,1.1988
3116,"Skiptvet",1.3851,1.4589,1.5057,1.6308,1.6344,1.6308,1.6245,1.5012,1.5471,1.683,1.7775,1.791,1.8297,1.8945,1.8783,1.9035,2.0079,2.241,2.2914,2.1618,2.1177,2.0448,1.9395,2.2181300395257,2.25268399209486,2.28723794466404,2.32179189723321,2.35634584980237,2.39089980237155,2.42545375494072,2.46000770750989,2.49456166007905,2.52911561264823,2.5636695652174,2.59822351778656,2.63277747035574,2.66733142292491,2.70188537549407,2.73643932806325,2.77099328063242,2.80554723320158,2.84010118577075,2.87465513833993,2.9092090909091,2.94376304347826,2.97831699604744,3.01287094861661,3.04742490118577,3.08197885375495,3.11653280632412,3.15108675889328
5634,"Vardø",0.4788,0.5895,0.5409,0.576,0.6075,0.5994,0.5535,0.6012,0.5535,0.5688,0.5688,0.6291,0.6561,0.6417,0.6192,0.6282,0.5535,0.6426,0.6255,0.6525,0.6246,0.6057,0.5769,0.637224901185771,0.640712845849802,0.644200790513834,0.647688735177866,0.651176679841897,0.654664624505929,0.65815256916996,0.661640513833993,0.665128458498024,0.668616403162055,0.672104347826087,0.675592292490119,0.67908023715415,0.682568181818182,0.686056126482213,0.689544071146246,0.693032015810277,0.696519960474308,0.70000790513834,0.703495849802372,0.706983794466403,0.710471739130435,0.713959683794466,0.717447628458499,0.72093557312253,0.724423517786561,0.727911462450593,0.731399407114624
4612,"Sveio",1.1979,1.242,1.2717,1.3176,1.2645,1.3221,1.4823,1.5732,1.6704,1.7568,1.9062,1.7964,1.7694,1.7757,1.7649,1.7991,1.9584,2.052,2.0052,2.0475,1.9332,1.9521,2.0286,2.17767628458498,2.21825365612648,2.25883102766797,2.29940839920949,2.33998577075098,2.38056314229249,2.42114051383399,2.4617178853755,2.50229525691699,2.54287262845849,2.58345,2.6240273715415,2.66460474308301,2.7051821146245,2.745759486166,2.78633685770751,2.82691422924901,2.86749160079051,2.90806897233201,2.94864634387352,2.98922371541502,3.02980108695651,3.07037845849802,3.11095583003952,3.15153320158103,3.19211057312253,3.23268794466402,3.27326531620553
5630,"Berlevåg",0.6831,0.6372,0.657,0.7551,0.8379,0.8397,0.7965,0.7209,0.72,0.6687,0.7272,0.6498,0.7425,0.7416,0.801,0.7281,0.7173,0.6705,0.6183,0.639,0.6786,0.7038,0.7227,0.690026086956522,0.687903260869565,0.685780434782609,0.683657608695652,0.681534782608695,0.679411956521739,0.677289130434782,0.675166304347826,0.67304347826087,0.670920652173913,0.668797826086957,0.666675,0.664552173913043,0.662429347826087,0.66030652173913,0.658183695652174,0.656060869565217,0.65393804347826,0.651815217391304,0.649692391304347,0.647569565217392,0.645446739130435,0.643323913043478,0.641201086956522,0.639078260869565,0.636955434782609,0.634832608695652,0.632709782608695
4030,"Nissedal",0.7578,0.8091,0.846,0.8739,0.8676,0.9324,0.9738,1.008,1.0062,1.0422,1.0413,1.0467,1.1016,1.1313,1.1763,1.2456,1.3284,1.3824,1.4076,1.4148,1.4085,1.4742,1.4814,1.52247272727273,1.55602262845849,1.58957252964426,1.62312243083004,1.65667233201581,1.69022223320158,1.72377213438735,1.75732203557313,1.79087193675889,1.82442183794466,1.85797173913043,1.8915216403162,1.92507154150198,1.95862144268775,1.99217134387352,2.02572124505928,2.05927114624505,2.09282104743083,2.1263709486166,2.15992084980237,2.19347075098814,2.22702065217392,2.26057055335968,2.29412045454545,2.32767035573122,2.36122025691699,2.39477015810277,2.42832005928854
3425,"Engerdal",0.7839,0.9063,0.8388,0.864,0.8577,0.9351,0.8694,0.7992,0.8289,0.8811,0.8379,0.8505,1.0341,1.0575,0.8784,0.8019,0.792,0.8433,0.7479,0.6858,0.8496,0.7425,0.684,0.782124901185771,0.777121541501976,0.772118181818181,0.767114822134386,0.762111462450593,0.757108102766798,0.752104743083003,0.74710138339921,0.742098023715415,0.73709466403162,0.732091304347826,0.727087944664031,0.722084584980237,0.717081225296441,0.712077865612648,0.707074505928853,0.702071146245058,0.697067786561265,0.69206442687747,0.687061067193675,0.682057707509882,0.677054347826087,0.672050988142292,0.667047628458497,0.662044268774704,0.657040909090909,0.652037549407114,0.64703418972332
4622,"Kvam",2.7,2.7576,2.7936,2.8098,2.8305,2.9322,2.8188,2.7675,2.7585,2.7747,2.898,2.9061,2.8746,2.8692,2.8233,2.727,2.7333,2.6352,2.6721,2.7027,2.6946,2.8242,2.8233,2.75437707509881,2.75156501976284,2.74875296442688,2.74594090909091,2.74312885375494,2.74031679841897,2.737504743083,2.73469268774704,2.73188063241107,2.7290685770751,2.72625652173913,2.72344446640316,2.72063241106719,2.71782035573122,2.71500830039526,2.71219624505929,2.70938418972332,2.70657213438735,2.70376007905138,2.70094802371541,2.69813596837945,2.69532391304348,2.69251185770751,2.68969980237154,2.68688774703557,2.6840756916996,2.68126363636364,2.67845158102767
1579,"Hustadvika",3.3597,3.5064,3.5217,3.6243,3.6081,3.708,3.6972,3.8025,3.7179,3.8781,3.9114,3.9294,3.8331,4.0068,4.0023,3.8601,3.8313,4.0707,4.0626,4.1049,4.1661,4.0383,4.1382,4.20799802371541,4.23845039525691,4.26890276679841,4.29935513833991,4.32980750988141,4.36025988142292,4.39071225296442,4.42116462450593,4.45161699604742,4.48206936758892,4.51252173913043,4.54297411067193,4.57342648221344,4.60387885375493,4.63433122529643,4.66478359683794,4.69523596837944,4.72568833992095,4.75614071146244,4.78659308300395,4.81704545454545,4.84749782608695,4.87795019762846,4.90840256916995,4.93885494071146,4.96930731225296,4.99975968379445,5.03021205533596
1832,"Hemnes",0.6876,1.0323,1.0701,0.99,0.6516,0.5436,0.6237,0.675,0.7713,0.7812,0.7029,0.684,0.576,0.5634,0.5337,0.5265,0.5994,0.7011,0.8046,0.8055,0.7335,0.5949,0.6354,0.596344268774704,0.587027667984188,0.577711067193673,0.568394466403162,0.559077865612647,0.549761264822132,0.54044466403162,0.531128063241105,0.521811462450593,0.512494861660078,0.503178260869563,0.493861660079051,0.484545059288536,0.475228458498021,0.465911857707509,0.456595256916994,0.447278656126482,0.437962055335967,0.428645454545452,0.41932885375494,0.410012252964425,0.40069565217391,0.391379051383398,0.382062450592883,0.372745849802371,0.363429249011856,0.354112648221341,0.344796047430829
4643,"Årdal",4.3497,4.7565,4.9581,5.4369,5.3361,5.9472,5.7447,5.6322,5.1966,5.0094,5.1912,5.4432,4.7853,5.0805,4.833,4.8708,4.8582,5.1129,5.0238,5.2659,5.211,4.9311,4.8807,5.03484901185771,5.02740889328063,5.01996877470356,5.01252865612648,5.00508853754941,4.99764841897233,4.99020830039526,4.98276818181818,4.9753280632411,4.96788794466403,4.96044782608696,4.95300770750988,4.94556758893281,4.93812747035573,4.93068735177865,4.92324723320158,4.91580711462451,4.90836699604743,4.90092687747036,4.89348675889328,4.8860466403162,4.87860652173913,4.87116640316205,4.86372628458498,4.8562861660079,4.84884604743083,4.84140592885375,4.83396581027668
5058,"Åfjord",3.4218,3.4128,3.6909,3.7539,3.4209,3.6504,3.8061,4.0734,3.8205,3.8043,3.6981,3.7377,3.8772,4.1517,4.5675,4.2255,4.5504,4.7718,4.5171,4.6611,4.8996,4.8888,4.8429,4.93206403162055,5.00160415019763,5.07114426877471,5.14068438735178,5.21022450592884,5.27976462450591,5.34930474308299,5.41884486166007,5.48838498023715,5.55792509881423,5.62746521739131,5.69700533596838,5.76654545454544,5.83608557312251,5.90562569169959,5.97516581027667,6.04470592885375,6.11424604743083,6.1837861660079,6.25332628458498,6.32286640316206,6.39240652173911,6.46194664031619,6.53148675889327,6.60102687747035,6.67056699604742,6.7401071146245,6.80964723320158
3228,"Nes",4.6926,5.1723,5.1795,4.9005,4.9095,4.8024,4.8474,4.7313,4.5972,4.8438,5.1291,5.2686,5.5683,5.5008,5.7816,5.5323,5.6763,6.1695,6.5691,6.2523,6.2973,6.5115,6.174,6.42406837944663,6.50612045454544,6.58817252964426,6.67022460474306,6.75227667984189,6.83432875494069,6.91638083003952,6.99843290513832,7.08048498023715,7.16253705533595,7.24458913043478,7.32664120553358,7.40869328063241,7.49074535573121,7.57279743083004,7.65484950592884,7.73690158102766,7.81895365612647,7.90100573122529,7.98305780632409,8.06510988142292,8.14716195652172,8.22921403162055,8.31126610671935,8.39331818181818,8.47537025691698,8.55742233201578,8.63947440711461
4020,"Midt-Telemark",3.3615,3.4938,3.5604,3.5361,3.6117,3.6351,3.8214,3.8934,3.9033,3.9456,3.9024,3.9222,3.8745,4.131,4.3038,4.3488,4.2921,4.6845,4.4928,4.3821,4.4883,4.5423,4.7547,4.73928260869565,4.79769456521738,4.85610652173913,4.91451847826087,4.9729304347826,5.03134239130435,5.08975434782607,5.14816630434782,5.20657826086957,5.26499021739129,5.32340217391304,5.38181413043476,5.44022608695651,5.49863804347826,5.55704999999999,5.61546195652174,5.67387391304349,5.73228586956521,5.79069782608696,5.84910978260868,5.90752173913043,5.96593369565218,6.0243456521739,6.08275760869565,6.14116956521738,6.19958152173913,6.25799347826087,6.3164054347826
5614,"Loppa",0.189,0.1854,0.1737,0.1683,0.1836,0.1737,0.1782,0.216,0.1845,0.1899,0.189,0.1908,0.1665,0.1629,0.1584,0.1656,0.1593,0.1458,0.1512,0.1557,0.1647,0.1647,0.1386,0.150773122529644,0.149006027667985,0.147238932806324,0.145471837944664,0.143704743083004,0.141937648221344,0.140170553359684,0.138403458498024,0.136636363636364,0.134869268774704,0.133102173913044,0.131335079051384,0.129567984189724,0.127800889328064,0.126033794466403,0.124266699604743,0.122499604743083,0.120732509881423,0.118965415019763,0.117198320158103,0.115431225296443,0.113664130434783,0.111897035573123,0.110129940711463,0.108362845849803,0.106595750988143,0.104828656126482,0.103061561264823
3416,"Eidskog",2.0925,2.1501,2.178,2.1276,2.115,2.1762,2.1339,1.98,1.9683,2.0988,2.0718,1.9845,2.0817,2.1465,2.241,2.0988,2.0988,2.2086,2.2239,2.2815,2.2923,2.2572,2.1978,2.21841818181818,2.2250081027668,2.23159802371542,2.23818794466403,2.24477786561265,2.25136778656127,2.25795770750988,2.2645476284585,2.27113754940712,2.27772747035573,2.28431739130435,2.29090731225297,2.29749723320158,2.3040871541502,2.31067707509881,2.31726699604743,2.32385691699605,2.33044683794466,2.33703675889328,2.3436266798419,2.35021660079052,2.35680652173913,2.36339644268775,2.36998636363636,2.37657628458498,2.3831662055336,2.38975612648221,2.39634604743083
3403,"Hamar",8.0964,7.9956,8.1234,7.5339,7.3035,7.6977,7.6329,7.9434,8.0505,8.1369,7.5681,8.1387,8.2278,8.4024,8.6049,8.415,8.658,8.7417,8.8695,9.1485,9.1962,9.1593,8.9136,9.11860434782611,9.18806086956522,9.25751739130436,9.3269739130435,9.39643043478261,9.46588695652175,9.53534347826089,9.6048,9.67425652173914,9.74371304347828,9.81316956521741,9.88262608695653,9.95208260869567,10.0215391304348,10.0909956521739,10.1604521739131,10.2299086956522,10.2993652173913,10.3688217391304,10.4382782608696,10.5077347826087,10.5771913043478,10.646647826087,10.7161043478261,10.7855608695652,10.8550173913044,10.9244739130435,10.9939304347826
1515,"Herøy (Møre og Romsdal)",2.7018,2.8071,2.9241,2.7531,2.7801,2.6982,2.5308,2.6559,2.6946,2.6298,2.592,2.6586,2.8035,2.7891,2.7855,2.6271,2.7495,2.8116,2.7279,2.7459,2.664,2.8404,2.8602,2.7527976284585,2.75454960474308,2.75630158102767,2.75805355731225,2.75980553359684,2.76155750988142,2.76330948616601,2.76506146245059,2.76681343873518,2.76856541501976,2.77031739130435,2.77206936758893,2.77382134387352,2.7755733201581,2.77732529644269,2.77907727272727,2.78082924901186,2.78258122529644,2.78433320158103,2.78608517786561,2.7878371541502,2.78958913043478,2.79134110671937,2.79309308300395,2.79484505928854,2.79659703557312,2.79834901185771,2.80010098814229
5029,"Skaun",1.3023,1.2321,1.3806,1.6605,1.7226,1.7379,1.6992,1.7145,1.5768,1.5354,1.5543,1.6497,1.7847,1.7208,1.7874,1.7235,1.7424,1.6029,1.6164,1.6344,1.6605,1.6704,1.6002,1.73956482213439,1.74934920948616,1.75913359683794,1.76891798418972,1.7787023715415,1.78848675889328,1.79827114624506,1.80805553359684,1.81783992094862,1.8276243083004,1.83740869565217,1.84719308300395,1.85697747035573,1.86676185770751,1.87654624505929,1.88633063241107,1.89611501976284,1.90589940711462,1.9156837944664,1.92546818181818,1.93525256916996,1.94503695652174,1.95482134387352,1.9646057312253,1.97439011857707,1.98417450592885,1.99395889328063,2.00374328063241
1840,"Saltdal",4.1256,4.7952,4.8042,4.6557,4.2534,4.0455,4.0239,3.8529,3.7287,4.1733,4.0644,4.0869,3.7773,4.1733,4.2165,4.3668,4.1787,4.4334,4.3938,5.0238,4.6908,4.689,4.2435,4.40785849802372,4.41722134387352,4.42658418972332,4.43594703557312,4.44530988142292,4.45467272727273,4.46403557312253,4.47339841897233,4.48276126482213,4.49212411067194,4.50148695652174,4.51084980237154,4.52021264822134,4.52957549407115,4.53893833992095,4.54830118577075,4.55766403162055,4.56702687747036,4.57638972332016,4.58575256916996,4.59511541501976,4.60447826086957,4.61384110671937,4.62320395256917,4.63256679841897,4.64192964426878,4.65129249011858,4.66065533596838
3220,"Enebakk",2.0466,2.1357,2.1348,2.2428,2.2914,2.4642,2.6532,2.6712,2.6793,2.8548,2.8251,2.8629,2.9421,3.0618,3.0717,3.1653,3.15,3.4632,3.4398,3.3714,3.5415,3.6927,3.6603,3.77973675889327,3.8540561264822,3.92837549407114,4.00269486166007,4.077014229249,4.15133359683794,4.22565296442687,4.29997233201581,4.37429169960474,4.44861106719368,4.52293043478261,4.59724980237154,4.67156916996048,4.74588853754941,4.82020790513835,4.89452727272728,4.96884664031622,5.04316600790512,5.11748537549406,5.19180474308299,5.26612411067193,5.34044347826086,5.4147628458498,5.48908221343873,5.56340158102766,5.6377209486166,5.71204031620553,5.78635968379447
4212,"Vegårshei",0.315,0.3015,0.3069,0.3321,0.3348,0.3483,0.3591,0.3996,0.3924,0.4176,0.4203,0.4401,0.4842,0.4977,0.5373,0.5751,0.5967,0.5814,0.6174,0.5976,0.6192,0.6219,0.6309,0.674370355731221,0.691701581027664,0.709032806324108,0.726364031620551,0.743695256916987,0.76102648221343,0.778357707509874,0.795688932806317,0.81302015810276,0.830351383399203,0.847682608695646,0.865013833992089,0.882345059288532,0.899676284584976,0.917007509881419,0.934338735177862,0.951669960474305,0.969001185770748,0.986332411067185,1.00366363636363,1.02099486166007,1.03832608695651,1.05565731225296,1.0729885375494,1.09031976284584,1.10765098814229,1.12498221343873,1.14231343873517
3405,"Lillehammer",6.8661,6.9516,6.7284,6.7374,6.5808,6.7923,6.9669,7.1199,7.1487,7.137,6.9345,7.1253,7.1181,6.9885,7.1721,6.8859,6.7194,6.9723,6.8895,6.9939,7.0452,7.1163,6.9327,7.05166719367589,7.0598756916996,7.06808418972332,7.07629268774704,7.08450118577075,7.09270968379447,7.10091818181818,7.1091266798419,7.11733517786561,7.12554367588933,7.13375217391305,7.14196067193676,7.15016916996048,7.15837766798419,7.16658616600791,7.17479466403162,7.18300316205533,7.19121166007905,7.19942015810277,7.20762865612648,7.2158371541502,7.22404565217391,7.23225415019763,7.24046264822134,7.24867114624506,7.25687964426878,7.26508814229249,7.27329664031621
3230,"Gjerdrum",1.1817,1.2762,1.3437,1.3032,1.2699,1.2474,1.4877,1.6101,1.5084,1.5228,1.6047,1.692,1.719,1.6794,1.7964,1.6929,1.7253,1.9269,1.935,1.7883,1.8567,2.0178,1.8981,2.0313533596838,2.0662719367589,2.101190513834,2.13610909090909,2.17102766798419,2.20594624505929,2.2408648221344,2.27578339920949,2.31070197628459,2.34562055335969,2.38053913043479,2.41545770750988,2.45037628458498,2.48529486166008,2.52021343873519,2.55513201581028,2.59005059288538,2.62496916996048,2.65988774703558,2.69480632411067,2.72972490118577,2.76464347826087,2.79956205533598,2.83448063241107,2.86939920948617,2.90431778656127,2.93923636363637,2.97415494071147
3236,"Jevnaker",1.5192,1.5714,1.5831,1.6056,1.5669,1.5435,1.5336,1.6218,1.5066,1.611,1.5696,1.6308,1.5858,1.6866,1.7334,1.647,1.6677,1.7928,1.7694,1.9116,2.1726,2.2572,2.1438,2.01416798418972,2.0398740118577,2.06558003952569,2.09128606719367,2.11699209486165,2.14269812252964,2.16840415019762,2.19411017786561,2.21981620553359,2.24552223320157,2.27122826086956,2.29693428853754,2.32264031620553,2.34834634387351,2.3740523715415,2.39975839920948,2.42546442687747,2.45117045454545,2.47687648221343,2.50258250988142,2.5282885375494,2.55399456521739,2.57970059288537,2.60540662055335,2.63111264822134,2.65681867588932,2.6825247035573,2.70823073122529
5607,"Vadsø",1.449,1.4904,1.5219,1.593,1.5651,1.6029,1.6182,1.6452,1.557,1.5732,1.5975,1.5732,1.6596,1.6371,1.6164,1.5975,1.6776,1.5795,1.53,1.6533,1.7262,1.6794,1.6839,1.68279723320158,1.68959881422925,1.69640039525692,1.70320197628459,1.71000355731225,1.71680513833992,1.72360671936759,1.73040830039526,1.73720988142293,1.74401146245059,1.75081304347826,1.75761462450593,1.7644162055336,1.77121778656126,1.77801936758893,1.7848209486166,1.79162252964427,1.79842411067194,1.80522569169961,1.81202727272727,1.81882885375494,1.82563043478261,1.83243201581028,1.83923359683795,1.84603517786561,1.85283675889328,1.85963833992095,1.86643992094862
3436,"Nord-Fron",1.809,1.8063,1.8468,2.0214,2.0691,2.0979,1.9602,1.9818,1.8486,1.9935,1.8414,1.8999,1.8225,2.2779,2.4768,2.7162,2.6154,2.5209,2.4498,2.5875,2.691,2.583,2.5578,2.69235533596838,2.73383893280632,2.77532252964426,2.81680612648222,2.85828972332016,2.8997733201581,2.94125691699605,2.98274051383399,3.02422411067194,3.06570770750988,3.10719130434782,3.14867490118577,3.19015849802371,3.23164209486165,3.2731256916996,3.31460928853754,3.3560928853755,3.39757648221344,3.43906007905138,3.48054367588933,3.52202727272727,3.56351086956521,3.60499446640316,3.6464780632411,3.68796166007905,3.72944525691699,3.77092885375493,3.81241245059289
